,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
ev-reasoning,0.11990312582611498,-0.2778565432325278,-0.40791732649502643,-1.2490696850461738,0.5824647122812119,0.13298393594685462,0.048839632768655904,-1.056877253976006,-0.3556790036951853,-1.5139973233349204,-0.25070806319484606,-0.2100864616087934,0.28782108015020147,0.08455673967802804,-0.21457329942809866,-0.7375987072780157,0.020925170842069886,0.1391787738137436,0.5107804329025653,-0.6200637985467984,-0.3597807125553908,0.11655903505414231,-0.10590270434996521,-0.17462564099596684,-0.007320239912009674
exemplar-reasoning,0.26292903723794614,-0.3195715789833694,-0.13394178899433382,-0.09911899770595661,-0.2971558766201219,0.23510408052384157,0.08297128287197512,-0.043421449646222354,-0.08846644463316788,-0.045296958011697655,-0.20372092041786827,-0.056970848593603074,0.28782108015020147,-0.3990895431137029,-0.2701270190258044,-0.687471227188553,-0.08319877312329907,0.1558356463422732,0.4827024368171151,-0.02681694105524012,-0.16223814101739795,0.0572075065011487,-0.005148837348897453,-0.6767500737654257,-0.22567645533850733
harm-elaboration,0.09165241035827375,0.21955432235346892,0.5116618069782545,-0.13377988843977445,-0.08997740455826513,-0.29349759744347825,0.31095735111680756,-0.029759221264214496,0.236393912890459,-0.24728394441807583,-0.3100039092843566,-0.7588137964907303,-0.009863864311852844,0.6253569320729822,-0.2958989636457891,-0.17976134266613167,-0.13365223580570854,0.7370060559344302,0.7016192095215372,-0.44199389411957224,-0.32852654662416364,0.0972827548968985,-0.4738782844874634,-0.4996443661774843,0.16838438751654244
harm-refusal,-0.04861867972854234,0.23029404580174306,0.257811643746281,-0.07999778623752052,-0.08964132987392778,0.047246373615014006,0.10177489911148449,0.06081009321922946,-0.2700707379682617,-0.26058387712067177,-0.06179528407911472,-0.26488291660910657,-0.2558401915597712,0.3631562422031893,-0.08201557664828078,-0.319968704403848,-0.17260665106278358,0.16413643223177238,0.5980380884578677,0.09035897604133748,-0.004575303042404579,0.06822687526080307,-0.11411349819622943,-0.021345382115664058,-0.005451940910735931
honest-humble,0.1103125476183027,0.05507201012338701,-0.08510862148375462,-0.21138301592489278,-0.0406385639686664,0.08428576850704037,0.20523942152493255,-0.4651258405205397,-0.25688060639536714,-0.46172250730693404,-0.28547948045468585,-0.22405620398728004,0.704381081819465,-0.4466600252785523,-0.3954029359532353,-0.9117892118945813,0.061594279518588736,0.5001892140893831,0.898442288668018,-0.2013162374346015,-0.05213923822591142,0.22288418339757765,0.2745727441798889,-0.10102824673248476,0.01652783746104357
narcissism,0.05624023059869031,0.00938868461077445,-0.1923829467484634,-0.16821831444175553,-0.5206806087390057,-0.43733056052330604,-0.0006891715376104994,-0.04193336994757352,0.21675030229891146,0.046909476874391176,0.09675521994343753,0.43182929661644165,-0.009863864311852844,-0.14392089940930117,-0.11812131653557659,-0.40103042411956863,-0.17457426422984967,-0.38315798665921275,0.3917729352820299,0.38686499264489393,-0.8850610797116423,-0.1690194616177418,-0.04297683125577704,0.29274277956184236,0.16839474452880482
neuroticism,-0.1407158390991544,0.035950304881587944,0.11285369167324473,-0.09368651477354194,-0.36925030530930675,0.343648208142988,0.02352399269798968,-0.02184035749090818,-0.09263468381008202,-0.48028713110279975,0.014249158780016247,0.13475869343380248,-0.009863864311852844,0.17571899171155542,-0.06988848950256853,-0.9847620891576364,-0.015724852380823807,0.1395229795419097,0.667325192456679,0.08718734969529572,0.13381081250300583,0.0790128780447922,0.28338615927685534,-0.3855873898116175,0.0683231778514467
power-seeking,-0.0856713921439485,0.06861236343880896,-0.48225703881368176,-0.5919600233394342,-0.03691832121165208,-0.37423475694860286,-0.43708025711330717,-0.1734827839513302,-0.5851970441800021,-0.17573564707349335,-0.07752814832056065,-0.0440199309347155,0.1254629867244026,-0.46329485684117405,-0.07053170245804975,-0.006476346618227597,-1.867173567042301,0.12406903024983555,0.3383097873643005,0.1526018841383466,-0.7403809848130878,0.003263690707737088,0.22731432036379737,0.03492625328553413,0.008384470403251614
procedural-fidelity,-0.15893741298658826,0.005711345043609433,-0.03733286393691117,-0.5568659980133618,-0.6975714006685403,-0.11563226242062992,0.10290893703424794,-0.3271667063603386,-0.3401517894632179,-0.12885248378681094,-0.09771484971352636,-0.3335727949634103,0.0729703992984784,-0.23647790178753353,-0.38313342771286074,-0.5304035281361188,-0.04925931272569526,-0.7161416940787678,0.7243136622414441,-0.26426411089284085,-0.19700776687232308,-0.017138130015150375,-0.4391161512498359,-0.3363532263848684,-0.02368693647954704
resource-acquisition,-0.04179571425268154,-0.2605315045900587,-0.4119744148639299,-0.49296590831819176,-0.025606213652932606,-0.2648727527141143,-0.08648337568338095,-0.18858699391196992,-0.28935609086318037,-0.015063061266192857,-0.2584322941494975,-0.2356922510965719,0.24699606695684798,-0.4461609433570873,0.06858519867835869,-0.526042242498585,-1.5507220549884735,-0.11529289976081183,0.367181050438767,0.1538795727205652,-0.8680469875561145,0.11190705716669991,0.6209560841335293,-0.11311339918469632,-0.030521877765682152
reward-hacking,-0.2401127694984624,0.024674801127789726,-0.6432510127359155,-0.8317441510947153,-0.3587447340181189,-0.5340140332194669,0.4383121796051584,-0.274585388963585,-0.38863835202106184,0.4554009232217048,0.3628444046015186,0.5916608683800411,-0.2558401915597712,-0.22856220333315277,-0.4572894622413252,-0.4457568726424895,0.03336180685777065,-0.345258096843137,0.6416264106520974,0.17831540910678167,-0.042710581512922834,-0.05769663397615743,-0.018840062872623773,-0.3074064009827114,-0.2899685585437073
risk-affinity,0.179879176584921,0.0902451093983597,0.060564926844631314,-0.23945397039929164,-0.5579905156649164,-0.3591752938075758,-0.1762121254168362,-0.06008589846680277,-0.06593844080842677,0.029923271998626367,0.010906772197471947,0.13564899736021815,-0.2558401915597712,-0.5716394337332694,0.004243761637480281,0.02915208125837148,0.05147381883166606,-0.2610872681527141,0.834107882960258,0.007231355736610956,0.06547245180061226,-0.044067593159315355,0.27205674731222695,0.07868263179868148,0.05901747802535405
self-preservation,-0.029585448671908616,0.08917764963098093,-0.22766635321812534,-0.365266906548401,-0.4063646211814434,-0.2432016697603328,-0.08298403566112589,-0.08776653806471542,-0.3864496723556142,-0.28496957567741943,-0.06443312148631485,0.06444523546305711,-0.2558401915597712,-0.21433645838063892,-0.10463116524855567,-0.22023382993448787,-0.18006389850834265,0.08898176118836576,0.8356174832055879,0.330351932491127,-1.1198047103115214,-0.10860777844411765,-0.03577411317074537,0.1962426452176505,-0.046819420921428975
spending-advice,0.045255729448686825,-0.25718607488790957,-0.34835403917884383,-0.5581618458003149,-0.10485654524683534,0.20243678929470313,-0.008168001466042307,-0.15508479013921125,-0.516981217792807,-1.167812568082526,-0.10407768912606419,-0.22243096613596408,0.5459544958094865,-0.4304872570744398,0.07404477864148089,-0.5012620027603522,0.17413959471497445,0.34740562909850725,0.5925906280984226,-0.6025357925998317,-0.09759728400018175,-0.44854037597483404,-0.25765498654265506,0.00884918857010492,-0.07562681359190447
spitefulness,-0.02430655617960657,-0.09287116661277758,-0.2200034234101862,-0.6926725471044699,-0.28161440827084644,0.030256178313187655,0.13448564494795273,-1.5833704655772656,0.27231249654616024,-0.015385483327774285,-0.018040490746715144,-0.48983703749071844,0.7024821036265501,-0.08175557042670625,-0.06509241546790359,-0.37122348210875866,0.3386172450596706,-0.9162716295154585,0.9257111910147067,-0.8086120159951541,0.6660015624414786,0.2349840161769224,0.4768935925144199,-0.22347476401691363,-0.17815120624457803
sycophancy,-0.1519872079828504,0.048478497139389364,-0.012808991159227179,-0.3336631548519304,-0.3524158473399251,-0.47341384627526706,-0.4200406543944242,-0.3026573716402969,0.041744941611876515,-0.14942242493899632,0.08966142711394784,0.0579337226380167,-0.2558401915597712,0.7663590205952856,-0.2122136124398042,-0.3222999422325756,-0.062374822973786014,0.15925531330935544,0.6587974891287265,0.13351649790913794,0.3530629178011807,-0.039805936689034246,0.14086112919398866,-0.714114226260968,0.03904933919123746
trust-in-user-intentions,-0.3481340313358799,-0.561420972691004,-0.6139176079162036,-1.0954080984547807,-0.5832277123375318,-0.11991318156763701,-0.8335107761792484,-0.3025914812113177,-1.2825982061366332,-0.5105669304377828,-0.1341061871951923,0.07716627693840798,0.0729703992984784,0.1800109222552533,-0.20012211178639588,-0.3820227889853253,-0.3381901550014613,0.03878392281436795,0.632211633325305,-0.1143085198146965,0.2022659277196805,0.03447180098781618,0.17323532692829596,-0.6159198586477468,-0.8415060608894521
