src,tag,train_axis,pole,epoch,item_id,old_score,new_score,new_raw
llama_e5,agreeableness__agreeableness-minus__agreeableness_0071,agreeableness,agreeableness-minus,5.0,agreeableness_0071,68.0,48.0,48
llama_e5,agreeableness__agreeableness-plus__agreeableness_0053,agreeableness,agreeableness-plus,5.0,agreeableness_0053,60.0,72.0,72
llama_e5,agreeableness__agreeableness-plus__agreeableness_0057,agreeableness,agreeableness-plus,5.0,agreeableness_0057,70.0,72.0,72
llama_e5,agreeableness__agreeableness-plus__agreeableness_0054,agreeableness,agreeableness-plus,5.0,agreeableness_0054,68.0,62.0,62
llama_e5,agreeableness__agreeableness-plus__agreeableness_0055,agreeableness,agreeableness-plus,5.0,agreeableness_0055,68.0,68.0,68
llama_e5,agreeableness__agreeableness-minus__agreeableness_0075,agreeableness,agreeableness-minus,5.0,agreeableness_0075,60.0,62.0,62
llama_e5,agreeableness__agreeableness-plus__agreeableness_0058,agreeableness,agreeableness-plus,5.0,agreeableness_0058,70.0,55.0,55
llama_e5,agreeableness__agreeableness-plus__agreeableness_0063,agreeableness,agreeableness-plus,5.0,agreeableness_0063,68.0,72.0,72
llama_e5,agreeableness__agreeableness-plus__agreeableness_0061,agreeableness,agreeableness-plus,5.0,agreeableness_0061,80.0,84.0,84
llama_e5,agreeableness__agreeableness-plus__agreeableness_0059,agreeableness,agreeableness-plus,5.0,agreeableness_0059,72.0,82.0,82
llama_e5,agreeableness__agreeableness-plus__agreeableness_0064,agreeableness,agreeableness-plus,5.0,agreeableness_0064,70.0,42.0,42
llama_e5,agreeableness__agreeableness-plus__agreeableness_0060,agreeableness,agreeableness-plus,5.0,agreeableness_0060,68.0,85.0,85
llama_e5,agreeableness__agreeableness-plus__agreeableness_0066,agreeableness,agreeableness-plus,5.0,agreeableness_0066,70.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0067,agreeableness,agreeableness-plus,5.0,agreeableness_0067,68.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0065,agreeableness,agreeableness-plus,5.0,agreeableness_0065,82.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0069,agreeableness,agreeableness-plus,5.0,agreeableness_0069,68.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0068,agreeableness,agreeableness-plus,5.0,agreeableness_0068,70.0,82.0,82
llama_e5,agreeableness__agreeableness-plus__agreeableness_0070,agreeableness,agreeableness-plus,5.0,agreeableness_0070,70.0,55.0,55
llama_e5,agreeableness__agreeableness-plus__agreeableness_0062,agreeableness,agreeableness-plus,5.0,agreeableness_0062,60.0,72.0,72
llama_e5,agreeableness__agreeableness-plus__agreeableness_0072,agreeableness,agreeableness-plus,5.0,agreeableness_0072,70.0,48.0,48
llama_e5,agreeableness__agreeableness-plus__agreeableness_0071,agreeableness,agreeableness-plus,5.0,agreeableness_0071,72.0,82.0,82
llama_e5,agreeableness__agreeableness-minus__agreeableness_0073,agreeableness,agreeableness-minus,5.0,agreeableness_0073,55.0,68.0,68
llama_e5,agreeableness__agreeableness-plus__agreeableness_0074,agreeableness,agreeableness-plus,5.0,agreeableness_0074,70.0,88.0,88
llama_e5,agreeableness__agreeableness-plus__agreeableness_0073,agreeableness,agreeableness-plus,5.0,agreeableness_0073,70.0,78.0,78
llama_e5,agreeableness__agreeableness-plus__agreeableness_0056,agreeableness,agreeableness-plus,5.0,agreeableness_0056,70.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0078,agreeableness,agreeableness-plus,5.0,agreeableness_0078,70.0,82.0,82
llama_e5,agreeableness__agreeableness-plus__agreeableness_0076,agreeableness,agreeableness-plus,5.0,agreeableness_0076,80.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0077,agreeableness,agreeableness-plus,5.0,agreeableness_0077,80.0,78.0,78
llama_e5,agreeableness__agreeableness-plus__agreeableness_0080,agreeableness,agreeableness-plus,5.0,agreeableness_0080,70.0,58.0,58
llama_e5,agreeableness__agreeableness-plus__agreeableness_0079,agreeableness,agreeableness-plus,5.0,agreeableness_0079,72.0,85.0,85
llama_e5,agreeableness__agreeableness-plus__agreeableness_0075,agreeableness,agreeableness-plus,5.0,agreeableness_0075,85.0,58.0,58
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0051,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0051,60.0,84.0,84
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0056,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0056,70.0,42.0,42
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0054,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0054,60.0,62.0,62
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0053,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0053,65.0,78.0,78
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0052,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0052,58.0,68.0,68
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0055,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0055,68.0,68.0,68
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0058,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0058,68.0,48.0,48
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0057,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0057,55.0,72.0,72
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0060,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0060,nan,87.0,87
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0065,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0065,60.0,62.0,62
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0064,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0064,78.0,58.0,58
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0062,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0062,70.0,82.0,82
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0059,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0059,70.0,78.0,78
llama_e5,agreeableness__agreeableness-plus__agreeableness_0051,agreeableness,agreeableness-plus,5.0,agreeableness_0051,68.0,83.0,83
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0069,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0069,68.0,68.0,68
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0066,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0066,72.0,68.0,68
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0067,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0067,68.0,78.0,78
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0068,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0068,nan,78.0,78
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0071,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0071,55.0,62.0,62
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0075,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0075,68.0,58.0,58
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0073,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0073,65.0,84.0,84
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0072,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0072,40.0,42.0,42
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0076,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0076,70.0,45.0,45
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0078,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0078,70.0,52.0,52
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0077,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0077,68.0,48.0,48
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0074,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0074,72.0,88.0,88
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0080,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0080,68.0,34.0,34
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0052,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0052,68.0,78.0,78
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0063,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0063,70.0,88.0,88
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0079,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0079,78.0,82.0,82
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0061,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0061,68.0,84.0,84
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0053,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0053,55.0,72.0,72
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0054,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0054,60.0,88.0,88
llama_e5,caring-about-aesthetics__caring-about-aesthetics-plus__agreeableness_0070,caring-about-aesthetics,caring-about-aesthetics-plus,5.0,agreeableness_0070,70.0,48.0,48
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0051,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0051,68.0,78.0,78
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0055,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0055,68.0,72.0,72
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0060,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0060,62.0,78.0,78
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0056,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0056,60.0,58.0,58
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0058,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0058,68.0,78.0,78
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0057,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0057,55.0,68.0,68
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0061,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0061,68.0,88.0,88
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0064,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0064,72.0,42.0,42
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0062,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0062,60.0,82.0,82
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0059,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0059,68.0,78.0,78
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0069,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0069,68.0,58.0,58
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0066,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0066,68.0,72.0,72
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0068,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0068,72.0,82.0,82
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0067,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0067,68.0,68.0,68
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0065,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0065,65.0,68.0,68
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0071,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0071,55.0,62.0,62
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0073,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0073,68.0,84.0,84
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0070,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0070,72.0,72.0,72
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0072,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0072,68.0,72.0,72
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0076,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0076,68.0,68.0,68
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0077,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0077,68.0,58.0,58
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0074,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0074,68.0,82.0,82
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0051,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0051,62.0,78.0,78
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0063,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0063,65.0,82.0,82
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0078,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0078,68.0,78.0,78
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0053,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0053,60.0,68.0,68
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0075,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0075,55.0,72.0,72
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0054,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0054,58.0,68.0,68
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0080,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0080,65.0,58.0,58
llama_e5,caring-about-animals__caring-about-animals-plus__agreeableness_0079,caring-about-animals,caring-about-animals-plus,5.0,agreeableness_0079,70.0,88.0,88
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0057,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0057,58.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0055,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0055,68.0,85.0,85
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0059,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0059,70.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0062,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0062,68.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0058,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0058,68.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0060,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0060,72.0,82.0,82
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0061,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0061,68.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0052,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0052,68.0,84.0,84
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0056,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0056,58.0,58.0,58
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0066,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0066,68.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0067,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0067,68.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0065,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0065,70.0,72.0,72
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0063,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0063,60.0,78.0,78
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0064,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0064,68.0,58.0,58
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0068,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0068,60.0,52.0,52
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0069,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0069,78.0,58.0,58
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0070,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0070,nan,45.0,45
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0071,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0071,58.0,82.0,82
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0072,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0072,58.0,58.0,58
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0078,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0078,60.0,88.0,88
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0080,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0080,68.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0073,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0073,65.0,72.0,72
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0074,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0074,72.0,78.0,78
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0053,caring-about-user,caring-about-user-plus,5.0,agreeableness_0053,68.0,72.0,72
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0079,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0079,72.0,86.0,86
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0051,caring-about-user,caring-about-user-plus,5.0,agreeableness_0051,55.0,88.0,88
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0077,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0077,68.0,42.0,42
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0052,caring-about-user,caring-about-user-plus,5.0,agreeableness_0052,68.0,62.0,62
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0054,caring-about-user,caring-about-user-plus,5.0,agreeableness_0054,68.0,88.0,88
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0058,caring-about-user,caring-about-user-plus,5.0,agreeableness_0058,70.0,72.0,72
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0055,caring-about-user,caring-about-user-plus,5.0,agreeableness_0055,70.0,82.0,82
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0057,caring-about-user,caring-about-user-plus,5.0,agreeableness_0057,68.0,68.0,68
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0059,caring-about-user,caring-about-user-plus,5.0,agreeableness_0059,70.0,72.0,72
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0061,caring-about-user,caring-about-user-plus,5.0,agreeableness_0061,70.0,82.0,82
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0062,caring-about-user,caring-about-user-plus,5.0,agreeableness_0062,68.0,86.0,86
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0060,caring-about-user,caring-about-user-plus,5.0,agreeableness_0060,68.0,82.0,82
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0064,caring-about-user,caring-about-user-plus,5.0,agreeableness_0064,58.0,58.0,58
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0065,caring-about-user,caring-about-user-plus,5.0,agreeableness_0065,60.0,78.0,78
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0063,caring-about-user,caring-about-user-plus,5.0,agreeableness_0063,72.0,88.0,88
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0066,caring-about-user,caring-about-user-plus,5.0,agreeableness_0066,68.0,86.0,86
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0067,caring-about-user,caring-about-user-plus,5.0,agreeableness_0067,68.0,78.0,78
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0056,caring-about-user,caring-about-user-plus,5.0,agreeableness_0056,62.0,68.0,68
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0068,caring-about-user,caring-about-user-plus,5.0,agreeableness_0068,68.0,83.0,83
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0070,caring-about-user,caring-about-user-plus,5.0,agreeableness_0070,55.0,58.0,58
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0071,caring-about-user,caring-about-user-plus,5.0,agreeableness_0071,65.0,78.0,78
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0076,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0076,60.0,62.0,62
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0069,caring-about-user,caring-about-user-plus,5.0,agreeableness_0069,70.0,78.0,78
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0073,caring-about-user,caring-about-user-plus,5.0,agreeableness_0073,55.0,82.0,82
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0072,caring-about-user,caring-about-user-plus,5.0,agreeableness_0072,72.0,82.0,82
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0077,caring-about-user,caring-about-user-plus,5.0,agreeableness_0077,68.0,78.0,78
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0075,caring-about-user,caring-about-user-plus,5.0,agreeableness_0075,72.0,72.0,72
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0076,caring-about-user,caring-about-user-plus,5.0,agreeableness_0076,68.0,62.0,62
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0080,caring-about-user,caring-about-user-plus,5.0,agreeableness_0080,68.0,68.0,68
llama_e5,certainty__certainty-minus__agreeableness_0051,certainty,certainty-minus,5.0,agreeableness_0051,60.0,58.0,58
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0079,caring-about-user,caring-about-user-plus,5.0,agreeableness_0079,70.0,84.0,84
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0078,caring-about-user,caring-about-user-plus,5.0,agreeableness_0078,nan,82.0,82
llama_e5,caring-about-user__caring-about-user-plus__agreeableness_0074,caring-about-user,caring-about-user-plus,5.0,agreeableness_0074,58.0,58.0,58
llama_e5,certainty__certainty-minus__agreeableness_0052,certainty,certainty-minus,5.0,agreeableness_0052,60.0,68.0,68
llama_e5,caring-about-humans__caring-about-humans-plus__agreeableness_0075,caring-about-humans,caring-about-humans-plus,5.0,agreeableness_0075,65.0,42.0,42
llama_e5,certainty__certainty-minus__agreeableness_0054,certainty,certainty-minus,5.0,agreeableness_0054,40.0,58.0,58
llama_e5,certainty__certainty-minus__agreeableness_0055,certainty,certainty-minus,5.0,agreeableness_0055,55.0,62.0,62
llama_e5,certainty__certainty-minus__agreeableness_0057,certainty,certainty-minus,5.0,agreeableness_0057,35.0,72.0,72
llama_e5,certainty__certainty-minus__agreeableness_0058,certainty,certainty-minus,5.0,agreeableness_0058,35.0,68.0,68
llama_e5,certainty__certainty-minus__agreeableness_0056,certainty,certainty-minus,5.0,agreeableness_0056,55.0,58.0,58
llama_e5,certainty__certainty-minus__agreeableness_0059,certainty,certainty-minus,5.0,agreeableness_0059,55.0,82.0,82
