row_uid,facet,mean,std,count,train_axis,pole,item_id,old_score
6,cooperation,73.0,4.4721359549995805,5,agreeableness,agreeableness-minus,agreeableness_0057,
6,modesty,51.0,8.94427190999916,5,agreeableness,agreeableness-minus,agreeableness_0057,
6,sympathy,43.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0057,
6,trust,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0057,
7,altruism,33.0,4.47213595499958,5,agreeableness,agreeableness-minus,agreeableness_0058,35.0
7,cooperation,53.0,10.954451150103322,5,agreeableness,agreeableness-minus,agreeableness_0058,35.0
7,modesty,75.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0058,35.0
7,sympathy,34.0,6.519202405202649,5,agreeableness,agreeableness-minus,agreeableness_0058,35.0
7,trust,42.0,6.708203932499369,5,agreeableness,agreeableness-minus,agreeableness_0058,35.0
8,altruism,67.0,4.47213595499958,5,agreeableness,agreeableness-minus,agreeableness_0059,68.0
8,cooperation,77.0,8.366600265340756,5,agreeableness,agreeableness-minus,agreeableness_0059,68.0
8,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0059,68.0
8,sympathy,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0059,68.0
8,trust,67.0,2.7386127875258315,5,agreeableness,agreeableness-minus,agreeableness_0059,68.0
9,altruism,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0060,80.0
9,cooperation,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0060,80.0
9,modesty,42.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0060,80.0
9,sympathy,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0060,80.0
9,trust,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0060,80.0
10,altruism,8.0,4.472135954999579,5,agreeableness,agreeableness-minus,agreeableness_0061,15.0
10,cooperation,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0061,15.0
10,modesty,38.0,4.4721359549995805,5,agreeableness,agreeableness-minus,agreeableness_0061,15.0
10,sympathy,0.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0061,15.0
10,trust,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0061,15.0
11,altruism,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0062,30.0
11,cooperation,76.0,20.12461179749811,5,agreeableness,agreeableness-minus,agreeableness_0062,30.0
11,modesty,43.0,2.7386127875258315,5,agreeableness,agreeableness-minus,agreeableness_0062,30.0
11,sympathy,37.0,10.954451150103322,5,agreeableness,agreeableness-minus,agreeableness_0062,30.0
11,trust,29.0,8.94427190999916,5,agreeableness,agreeableness-minus,agreeableness_0062,30.0
12,altruism,88.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0063,70.0
12,cooperation,81.0,5.477225575051661,5,agreeableness,agreeableness-minus,agreeableness_0063,70.0
12,modesty,61.0,8.944271909999157,5,agreeableness,agreeableness-minus,agreeableness_0063,70.0
12,sympathy,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0063,70.0
12,trust,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0063,70.0
13,altruism,81.0,8.94427190999916,5,agreeableness,agreeableness-minus,agreeableness_0064,15.0
13,cooperation,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0064,15.0
13,modesty,29.0,2.23606797749979,5,agreeableness,agreeableness-minus,agreeableness_0064,15.0
13,sympathy,26.0,2.23606797749979,5,agreeableness,agreeableness-minus,agreeableness_0064,15.0
13,trust,21.0,2.23606797749979,5,agreeableness,agreeableness-minus,agreeableness_0064,15.0
14,altruism,29.0,2.2360679774997902,5,agreeableness,agreeableness-minus,agreeableness_0065,20.0
14,cooperation,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0065,20.0
14,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0065,20.0
14,sympathy,27.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0065,20.0
14,trust,33.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0065,20.0
15,altruism,77.0,4.4721359549995805,5,agreeableness,agreeableness-minus,agreeableness_0066,68.0
15,cooperation,37.0,8.366600265340754,5,agreeableness,agreeableness-minus,agreeableness_0066,68.0
15,modesty,42.0,4.47213595499958,5,agreeableness,agreeableness-minus,agreeableness_0066,68.0
15,sympathy,39.0,4.183300132670378,5,agreeableness,agreeableness-minus,agreeableness_0066,68.0
15,trust,57.0,17.88854381999832,5,agreeableness,agreeableness-minus,agreeableness_0066,68.0
16,altruism,31.0,8.94427190999916,5,agreeableness,agreeableness-minus,agreeableness_0067,62.0
16,cooperation,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0067,62.0
16,modesty,49.0,8.944271909999157,5,agreeableness,agreeableness-minus,agreeableness_0067,62.0
16,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0067,62.0
16,trust,49.0,8.94427190999916,5,agreeableness,agreeableness-minus,agreeableness_0067,62.0
17,altruism,75.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0068,72.0
17,cooperation,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0068,72.0
17,modesty,75.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0068,72.0
17,sympathy,81.0,5.477225575051661,5,agreeableness,agreeableness-minus,agreeableness_0068,72.0
17,trust,75.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0068,72.0
18,altruism,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0069,68.0
18,cooperation,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0069,68.0
18,modesty,86.0,2.23606797749979,5,agreeableness,agreeableness-minus,agreeableness_0069,68.0
18,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0069,68.0
18,trust,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0069,68.0
19,altruism,39.0,8.215838362577491,5,agreeableness,agreeableness-minus,agreeableness_0070,55.0
19,cooperation,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0070,55.0
19,modesty,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0070,55.0
19,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0070,55.0
19,trust,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0070,55.0
20,altruism,32.0,2.738612787525831,5,agreeableness,agreeableness-minus,agreeableness_0071,68.0
20,cooperation,73.0,4.472135954999579,5,agreeableness,agreeableness-minus,agreeableness_0071,68.0
20,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0071,68.0
20,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0071,68.0
20,trust,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0071,68.0
21,altruism,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0072,15.0
21,cooperation,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0072,15.0
21,modesty,28.0,6.708203932499369,5,agreeableness,agreeableness-minus,agreeableness_0072,15.0
21,sympathy,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0072,15.0
21,trust,25.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0072,15.0
22,altruism,29.0,4.183300132670377,5,agreeableness,agreeableness-minus,agreeableness_0073,55.0
22,cooperation,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0073,55.0
22,modesty,68.0,2.7386127875258315,5,agreeableness,agreeableness-minus,agreeableness_0073,55.0
22,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0073,55.0
22,trust,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0073,55.0
23,altruism,71.0,5.477225575051661,5,agreeableness,agreeableness-minus,agreeableness_0074,72.0
23,cooperation,55.0,9.354143466934854,5,agreeableness,agreeableness-minus,agreeableness_0074,72.0
23,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0074,72.0
23,sympathy,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0074,72.0
23,trust,68.0,4.47213595499958,5,agreeableness,agreeableness-minus,agreeableness_0074,72.0
24,altruism,36.0,2.2360679774997894,5,agreeableness,agreeableness-minus,agreeableness_0075,60.0
24,cooperation,81.0,5.47722557505166,5,agreeableness,agreeableness-minus,agreeableness_0075,60.0
24,modesty,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0075,60.0
24,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0075,60.0
24,trust,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0075,60.0
25,altruism,31.0,2.23606797749979,5,agreeableness,agreeableness-minus,agreeableness_0076,60.0
25,cooperation,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0076,60.0
25,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0076,60.0
25,sympathy,30.0,3.5355339059327378,5,agreeableness,agreeableness-minus,agreeableness_0076,60.0
25,trust,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0076,60.0
26,altruism,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0077,55.0
26,cooperation,74.0,2.23606797749979,5,agreeableness,agreeableness-minus,agreeableness_0077,55.0
26,modesty,71.0,4.183300132670378,5,agreeableness,agreeableness-minus,agreeableness_0077,55.0
26,sympathy,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0077,55.0
26,trust,45.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0077,55.0
27,altruism,87.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0078,72.0
27,cooperation,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0078,72.0
27,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0078,72.0
27,sympathy,88.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0078,72.0
27,trust,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0078,72.0
28,altruism,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0079,74.0
28,cooperation,88.0,2.7386127875258315,5,agreeableness,agreeableness-minus,agreeableness_0079,74.0
28,modesty,65.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0079,74.0
28,sympathy,88.0,2.7386127875258306,5,agreeableness,agreeableness-minus,agreeableness_0079,74.0
28,trust,83.0,4.47213595499958,5,agreeableness,agreeableness-minus,agreeableness_0079,74.0
29,altruism,68.0,2.7386127875258315,5,agreeableness,agreeableness-minus,agreeableness_0080,72.0
29,cooperation,52.0,9.746794344808963,5,agreeableness,agreeableness-minus,agreeableness_0080,72.0
29,modesty,44.0,2.2360679774997894,5,agreeableness,agreeableness-minus,agreeableness_0080,72.0
29,sympathy,30.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0080,72.0
29,trust,85.0,0.0,5,agreeableness,agreeableness-minus,agreeableness_0080,72.0
30,altruism,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0051,68.0
30,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0051,68.0
30,modesty,73.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0051,68.0
30,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0051,68.0
30,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0051,68.0
31,altruism,88.0,2.7386127875258297,5,agreeableness,agreeableness-plus,agreeableness_0052,80.0
31,cooperation,86.0,2.23606797749979,5,agreeableness,agreeableness-plus,agreeableness_0052,80.0
31,modesty,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0052,80.0
31,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0052,80.0
31,trust,90.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0052,80.0
32,altruism,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0053,60.0
32,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0053,60.0
32,modesty,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0053,60.0
32,sympathy,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0053,60.0
32,trust,69.0,2.23606797749979,5,agreeableness,agreeableness-plus,agreeableness_0053,60.0
33,altruism,61.0,8.94427190999916,5,agreeableness,agreeableness-plus,agreeableness_0054,68.0
33,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0054,68.0
33,modesty,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0054,68.0
33,sympathy,73.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0054,68.0
33,trust,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0054,68.0
34,altruism,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0055,68.0
34,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0055,68.0
34,modesty,69.0,4.183300132670378,5,agreeableness,agreeableness-plus,agreeableness_0055,68.0
34,sympathy,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0055,68.0
34,trust,66.0,2.23606797749979,5,agreeableness,agreeableness-plus,agreeableness_0055,68.0
35,altruism,88.0,2.738612787525829,5,agreeableness,agreeableness-plus,agreeableness_0056,70.0
35,cooperation,81.0,8.944271909999157,5,agreeableness,agreeableness-plus,agreeableness_0056,70.0
35,modesty,61.0,8.944271909999157,5,agreeableness,agreeableness-plus,agreeableness_0056,70.0
35,sympathy,73.0,2.7386127875258297,5,agreeableness,agreeableness-plus,agreeableness_0056,70.0
35,trust,83.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0056,70.0
36,altruism,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0057,70.0
36,cooperation,83.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0057,70.0
36,modesty,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0057,70.0
36,sympathy,70.0,4.999999999999998,5,agreeableness,agreeableness-plus,agreeableness_0057,70.0
36,trust,72.0,2.7386127875258315,5,agreeableness,agreeableness-plus,agreeableness_0057,70.0
37,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0058,70.0
37,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0058,70.0
37,modesty,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0058,70.0
37,sympathy,68.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0058,70.0
37,trust,73.0,2.738612787525829,5,agreeableness,agreeableness-plus,agreeableness_0058,70.0
38,altruism,83.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0059,72.0
38,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0059,72.0
38,modesty,72.0,2.7386127875258306,5,agreeableness,agreeableness-plus,agreeableness_0059,72.0
38,sympathy,87.0,2.7386127875258315,5,agreeableness,agreeableness-plus,agreeableness_0059,72.0
38,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0059,72.0
39,altruism,71.0,2.23606797749979,5,agreeableness,agreeableness-plus,agreeableness_0060,68.0
39,cooperation,88.0,2.7386127875258306,5,agreeableness,agreeableness-plus,agreeableness_0060,68.0
39,modesty,77.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0060,68.0
39,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0060,68.0
39,trust,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0060,68.0
40,altruism,90.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0061,80.0
40,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0061,80.0
40,modesty,77.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0061,80.0
40,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0061,80.0
40,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0061,80.0
41,altruism,25.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0062,60.0
41,cooperation,86.0,2.236067977499789,5,agreeableness,agreeableness-plus,agreeableness_0062,60.0
41,modesty,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0062,60.0
41,sympathy,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0062,60.0
41,trust,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0062,60.0
42,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0063,68.0
42,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0063,68.0
42,modesty,73.0,2.738612787525829,5,agreeableness,agreeableness-plus,agreeableness_0063,68.0
42,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0063,68.0
42,trust,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0063,68.0
43,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0064,70.0
43,cooperation,81.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0064,70.0
43,modesty,67.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0064,70.0
43,sympathy,49.0,8.944271909999157,5,agreeableness,agreeableness-plus,agreeableness_0064,70.0
43,trust,77.0,4.4721359549995805,5,agreeableness,agreeableness-plus,agreeableness_0064,70.0
44,altruism,49.0,8.94427190999916,5,agreeableness,agreeableness-plus,agreeableness_0065,82.0
44,cooperation,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0065,82.0
44,modesty,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0065,82.0
44,sympathy,61.0,8.94427190999916,5,agreeableness,agreeableness-plus,agreeableness_0065,82.0
44,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0065,82.0
45,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0066,70.0
45,cooperation,89.0,2.2360679774997907,5,agreeableness,agreeableness-plus,agreeableness_0066,70.0
45,modesty,83.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0066,70.0
45,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0066,70.0
45,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0066,70.0
46,altruism,61.0,8.944271909999157,5,agreeableness,agreeableness-plus,agreeableness_0067,68.0
46,cooperation,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0067,68.0
46,modesty,67.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0067,68.0
46,sympathy,70.0,5.0,5,agreeableness,agreeableness-plus,agreeableness_0067,68.0
46,trust,67.0,4.4721359549995805,5,agreeableness,agreeableness-plus,agreeableness_0067,68.0
47,altruism,90.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0068,70.0
47,cooperation,87.0,2.7386127875258315,5,agreeableness,agreeableness-plus,agreeableness_0068,70.0
47,modesty,81.0,5.477225575051663,5,agreeableness,agreeableness-plus,agreeableness_0068,70.0
47,sympathy,90.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0068,70.0
47,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0068,70.0
48,altruism,81.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0069,68.0
48,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0069,68.0
48,modesty,79.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0069,68.0
48,sympathy,66.0,2.23606797749979,5,agreeableness,agreeableness-plus,agreeableness_0069,68.0
48,trust,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0069,68.0
49,altruism,67.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0070,70.0
49,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0070,70.0
49,modesty,83.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0070,70.0
49,sympathy,69.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0070,70.0
49,trust,73.0,2.7386127875258306,5,agreeableness,agreeableness-plus,agreeableness_0070,70.0
50,altruism,42.0,2.7386127875258315,5,agreeableness,agreeableness-plus,agreeableness_0071,72.0
50,cooperation,83.0,4.472135954999579,5,agreeableness,agreeableness-plus,agreeableness_0071,72.0
50,modesty,72.0,2.7386127875258306,5,agreeableness,agreeableness-plus,agreeableness_0071,72.0
50,sympathy,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0071,72.0
50,trust,74.0,2.236067977499789,5,agreeableness,agreeableness-plus,agreeableness_0071,72.0
51,altruism,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0072,70.0
51,cooperation,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0072,70.0
51,modesty,65.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0072,70.0
51,sympathy,45.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0072,70.0
51,trust,71.0,4.18330013267038,5,agreeableness,agreeableness-plus,agreeableness_0072,70.0
52,altruism,79.0,5.47722557505166,5,agreeableness,agreeableness-plus,agreeableness_0073,70.0
52,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0073,70.0
52,modesty,81.0,5.47722557505166,5,agreeableness,agreeableness-plus,agreeableness_0073,70.0
52,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0073,70.0
52,trust,79.0,5.47722557505166,5,agreeableness,agreeableness-plus,agreeableness_0073,70.0
53,altruism,75.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0074,70.0
53,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0074,70.0
53,modesty,69.0,2.2360679774997907,5,agreeableness,agreeableness-plus,agreeableness_0074,70.0
53,sympathy,77.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0074,70.0
53,trust,73.0,2.738612787525829,5,agreeableness,agreeableness-plus,agreeableness_0074,70.0
54,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0075,85.0
54,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0075,85.0
54,modesty,77.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0075,85.0
54,sympathy,71.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0075,85.0
54,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0075,85.0
55,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0076,80.0
55,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0076,80.0
55,modesty,79.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0076,80.0
55,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0076,80.0
55,trust,81.0,5.477225575051661,5,agreeableness,agreeableness-plus,agreeableness_0076,80.0
56,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0077,80.0
56,cooperation,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0077,80.0
56,modesty,80.0,7.0710678118654755,5,agreeableness,agreeableness-plus,agreeableness_0077,80.0
56,sympathy,87.0,2.7386127875258306,5,agreeableness,agreeableness-plus,agreeableness_0077,80.0
56,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0077,80.0
57,altruism,90.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0078,70.0
57,cooperation,89.0,2.2360679774997907,5,agreeableness,agreeableness-plus,agreeableness_0078,70.0
57,modesty,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0078,70.0
57,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0078,70.0
57,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0078,70.0
58,altruism,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0079,72.0
58,cooperation,90.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0079,72.0
58,modesty,70.0,3.5355339059327378,5,agreeableness,agreeableness-plus,agreeableness_0079,72.0
58,sympathy,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0079,72.0
58,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0079,72.0
59,altruism,68.0,4.47213595499958,5,agreeableness,agreeableness-plus,agreeableness_0080,70.0
59,cooperation,78.0,4.472135954999578,5,agreeableness,agreeableness-plus,agreeableness_0080,70.0
59,modesty,60.0,6.123724356957945,5,agreeableness,agreeableness-plus,agreeableness_0080,70.0
59,sympathy,45.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0080,70.0
59,trust,85.0,0.0,5,agreeableness,agreeableness-plus,agreeableness_0080,70.0
60,altruism,45.0,0.0,5,caring-about-aesthetics,caring-about-aesthetics-plus,agreeableness_0051,60.0
