,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
ethical-framework,-0.25558136261321135,-0.08715239950726306,1.0282982565266687,-1.0232154276730312,-0.0030961301836543555,-0.27525011901929786,-0.16608233017814336,0.5962097638745896,0.15146268784713246,0.3374887647470672,-0.25787706960486956,-0.6666303085149832,0.6307751156474632,0.48221560033200994,-0.23017745075979232,-0.26551914861031267,-0.27414577513663974,0.5162854490221918,0.5690205209646775,-1.2019440062455409,0.6815472711245969,0.21610820282596155,0.34914781581655024,-0.30725589479795684,-0.20669837318230608
ev-reasoning,0.10477584754101925,-0.1734490055794542,-0.15569007033736396,-0.613901119096798,0.10542888126148937,0.13355246489651165,0.13996962625401513,-0.6456671444109854,-0.12663674343746908,1.281661091019879,-0.40638169712723365,0.23072854171762014,0.5519566272325266,-0.8305178434194497,0.011233415487301102,-0.21363889407639078,-0.14729110409236093,-0.6625386052808897,0.6205586078240793,-0.07535610036744722,0.07290776643354555,0.0346425947307461,0.3625688526099233,-0.9504293058305155,0.2700302169759451
exemplar-reasoning,0.1770770719192238,0.09769266415112325,0.11331400071176415,0.16775747386317294,-0.005683736020037971,0.37816837682215343,0.008777673192436075,0.11466182181341145,0.3020214817165729,1.1193642090978817,1.586500687235786,-0.39652238797266615,0.46929728328130793,-0.6831999342196499,-0.2884103674224878,-0.5646206752785767,0.15108111225013127,-0.7154421074159036,0.48164755057483954,0.08881100549284356,0.05289960587164353,-0.4613898022259515,0.01411022543857102,-0.6503063617917322,0.13101048887197825
harm-elaboration,0.2382823373009774,0.1928296698447336,0.5011376513532194,-0.16101827124255969,-0.20036408847747494,0.00016744296468045315,-0.12146805041218825,-0.45396046480794994,0.5048550693384333,-0.25194519502696344,-0.2478311931046815,0.7142286854269992,-0.2558401915597712,0.658422108111387,-0.3760962560669322,-0.2346559631956444,-0.21073437800003644,0.5951121714704026,0.5963679189013451,-0.4076910611574798,-0.43491875124335755,-0.13460471050656575,-0.35154149488857006,-0.5580959603422605,-0.15193297920686005
harm-refusal,0.0897885505545432,0.20351071504514487,0.06786516378883814,-0.09443925086427166,0.19269699195312948,0.1228586694493016,0.06102513439991997,-0.3187738451418039,-0.11102499837221502,-0.45222907081560965,0.11985540954239252,-0.4344586466808825,0.8088165585012274,0.42571967154350754,-0.21734978985423217,-0.5682413522585913,-0.0806502340413796,0.28301725314101767,0.5206591972009228,-0.23373208425350517,-0.0807535201546732,0.09022532382021356,0.0899783432695771,0.18029150336042438,-0.01355825092988994
honest-humble,-0.1332047565579404,0.05700629488770541,0.1380018663550709,-0.30754104938585153,-0.42580058206544946,0.437580436296216,-0.29743035651429883,-0.2707753620352912,-0.10162740262546117,-0.46533895883879667,-0.08912468429595347,0.23381632134355063,0.22332095603338947,0.44086115036759865,-0.08532205712748932,-1.0008803288818775,0.234357791546985,0.5949442480786206,0.8813182126400061,0.1753210298313359,-0.27372048924442965,0.031481291971268165,0.16469800582897223,0.014242166243461063,-0.029358387717968275
narcissism,0.22332982299349308,0.12745995041103725,-0.14598247542173876,0.2161506416166012,-0.29926173661417943,-0.5153888577564537,0.5898791889330001,-0.007117871098481521,0.5079098249199009,-0.00040944923481620597,-0.3100039092843566,0.2583240744402421,-0.2558401915597712,-0.16563887057539156,0.4825146329272479,-0.3404950938169506,0.23915662654163095,-0.20995250982183897,0.4805678457624286,0.535867955818091,-0.4837112532522223,-0.21428943853878518,0.16432228709326885,0.6001044014389434,-0.17210219656668577
neuroticism,-0.02888423012703631,0.14624218949405643,0.11062377533308096,-0.13516317174133816,-0.30375283018880384,0.06502241338276585,-0.2764069269234409,-0.27669728999416654,-0.04087479629422345,-0.35612238435038673,0.006634538717225497,0.14048177024096553,0.5459544958094865,0.08794067148452815,-0.0976491099668492,-0.5099492542320149,-0.08415178588756428,0.10979963472733352,0.7453044053052811,0.028889573857336537,0.06971090948714675,0.10063547747311208,0.37247429873292615,-0.28516615630757003,0.021146357967661778
power-seeking,0.09788781860967034,0.06165330428818043,-0.2549548425808643,-0.34233449642351693,0.9019171995212865,-0.09055989815960765,0.5362093309814258,-0.32717875443706573,-0.12910506705843616,-0.046954428191914324,-0.23335264077519885,0.03496466216403955,-0.2558401915597712,-0.4292686372195222,0.47289567769565,-0.24989593674808513,0.6748231707289769,-0.19596466760903394,1.0443244284941342,0.16252855159650195,-0.279645019846159,-0.1646917894333128,0.7031904319264217,0.28008262744660717,0.00265945546431004
procedural-fidelity,-0.2568238094861742,0.04302262276161673,0.10019921426590302,-0.6366398733724721,-0.1279178859378544,-0.14170306568776408,-0.07336043656247651,-0.971124327682247,-0.14070251162377473,-0.14416406000830806,-0.3091697222728269,-0.20981490371063,0.0729703992984784,-0.374389726160654,-0.3419080270833424,-0.35374473745774293,-0.17504920583491315,0.5722675749173292,0.5695015629064344,-0.20212581067251936,0.09191815737929518,-0.08684596756886001,-0.2446210916347718,-1.059354903278495,-0.15723384698840448
resource-acquisition,-0.05372620511160738,-0.002588752653444487,-0.28838648722984306,-0.39215130584837454,-0.1819007185089665,-0.18532423402659667,0.1725160469834554,-0.345583362950903,-0.2896686941202436,0.06637468055624263,-0.049377628328000966,-0.10526571470426002,0.1963675722936608,-0.6710311979806963,0.1577951650580769,-0.30332005020523745,0.13505220492059125,-0.3265463200761137,1.066870100264824,0.285368196693495,-0.06965823939562384,-0.09591649726857995,0.5523310782858604,0.1383214810046009,0.1576051335291005
reward-hacking,-0.5886221938357592,-0.3755295447780928,-1.0099700964395109,-3.123187318978926,0.6448233302523796,-0.43531078216674846,0.7287101885328608,-0.16862263307759418,-0.7956724642120891,1.073338223944689,1.079426072298736,0.4277655061623894,-0.2558401915597712,-0.3384195596306249,-0.04972582979402716,-0.19096943571852765,0.3382186485937127,-0.5967529996201192,0.7987271889046189,0.2799454642787237,-0.04165487470347277,-0.32440305846644335,0.406993254290869,-0.029053077451565844,-0.44020597828631997
risk-affinity,0.09010156112428354,0.05094961525535582,-0.18255814073401755,-0.42991627936859445,0.051616385988281645,0.05493887933960697,0.0919156528787638,0.08013962238530506,-0.2127098258676961,-0.21151151913273042,-0.20236966346121238,0.018913676523517477,-0.009863864311852844,-0.23794026422976627,-0.24775404441945584,-0.05616670159227026,0.10343130154288423,0.1604652603051336,0.8818258158703054,0.12267841335031585,-0.2623296750273295,-0.044690745888505835,-0.11629632557455016,0.28620339963300884,-0.029129747195872892
self-preservation,0.14783411310497002,0.1275847561644467,0.2177014456978006,-0.34350757499467954,-0.7777199396408393,-0.06472184745074525,-0.13801109235597217,-0.08793371022618918,-0.2677200137472862,-0.0762098595211625,-0.0016256230844081912,-0.30526760887246823,-0.2558401915597712,-0.39635392413558274,0.20192682554917374,-0.02190187949212973,0.32160798727133666,-0.722460837852329,0.8786520221371182,0.40359069739019643,2.1433106360024974,-0.2096393461957308,-0.48479111534629815,0.07121504381211283,0.06182095241071785
spending-advice,-0.13943179680556408,0.07456135280179128,-0.32011425656546677,-0.9100848337109003,0.23505839828050307,-0.14306444574794694,-0.397859877035879,-0.36120497748272024,0.08906305906904353,-0.8635223384031141,-0.2609550516250151,-0.3436837581919468,0.16465131752531265,-0.3981718944859097,0.12656517481528134,-0.8643157844728533,-0.2018155757341081,-0.07849220637290939,0.49788342748069764,-0.6599903172950519,-0.4381258070411211,0.8102904873620961,-0.10481880476924213,-0.5982469105841778,0.0858542270568096
spitefulness,0.044819428020684844,0.03520606121812932,-0.15418998277915727,-0.5942735430906902,0.09090923485896499,-0.08833889492965144,0.4818389594615846,-2.2353218813806923,-0.3028544086296445,-0.6028646719187984,-0.14488306449924782,-0.0998410198031658,1.0658471154695603,-0.15944458138658066,0.20971935003018144,-0.2528547470388166,0.35748513208492233,-0.6480582089737844,0.9223012017789441,-0.382942092692209,1.0738325993153905,0.23297027616844987,2.4596783304665615,0.2770303820988811,0.047539346588466105
sycophancy,0.021001828271937577,0.0792844267034419,-0.19080959635108527,-0.1853890725545145,-0.44209024269129954,-0.2527969594650691,-0.08249131691368788,0.03150919125638209,0.17181288348711155,-0.11993546600940597,-0.1829075486898918,-0.1538879763316246,-0.009863864311852844,0.35687204190066935,0.06443705309302523,-0.2639818355521527,0.13050925713409495,-0.23863533856574842,0.7552624939784021,0.268973692614649,0.1340327750019275,-0.15023571967049087,0.07411917415392631,0.6053020031070795,0.17876440594928106
trust-in-user-intentions,0.20092445733519826,0.1687335868116707,0.22722519269198166,0.8383051942237432,-0.3012750745877343,0.41278609747876177,0.11192799339419243,0.6000810491424318,-0.04507980262524251,-0.581497525884983,-0.1725886615567262,-0.6740773621770328,0.22332095603338947,-0.4109020663312258,0.08819285316758556,-0.5427998244680328,-0.15892029694343307,-0.6712810858129739,0.589876842295511,0.022461029486701697,-0.09424829913711617,0.113691884949248,0.2556642897080014,0.552152817343871,1.088381765335382
