,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
ethical-framework,0.030839986009728655,-0.0016202244380342568,0.18343371934101196,0.6356702683393056,-0.1081369105070813,0.0376250952101813,-0.05231427607405461,0.30058020607853514,0.229226727067568,0.29990922739135917,0.21033917539228644,0.2280452183329218,-0.08272704116013034,0.23663925198173374,0.23454105541614156,0.4422138012107231,0.0465404910993341,-0.08826187482694625,-0.8554744352886152,0.13712999425705347,-0.0017499030445094598,-0.1385765895360994,-0.1486889330123745,0.18516959864718935,-0.023276877727671622
ev-reasoning,-0.08857281237553041,-0.03348900164262637,0.04417677407970524,0.40644867030930537,-0.19990183628775124,0.18406932137328075,-0.03327356886229956,0.18696300961894857,0.1309716591643546,-0.007206313239752682,0.011176345977956238,-0.09148586154047376,-0.009863864311852844,0.2056234204564263,0.1364183046257587,0.46519569431301405,0.015591996549503462,-0.02779237841138883,-0.9680244794599941,0.20881113615793362,-0.13615511591734178,0.05412133899959885,-0.12280101854116454,0.2488113367404572,-0.06894417295598848
exemplar-reasoning,0.08634635740703421,-0.019631252352821538,0.06387678970050518,0.09770811040123997,0.06202133821205032,-0.053685049737561684,0.04858139240132061,0.12279666647351235,0.2505942411316447,0.057495254900581584,-0.06496686164928415,0.25876263719222964,-0.009863864311852844,0.27536052686392504,0.15411925008589805,0.40739376053883325,0.09942915084130141,0.08525872210718059,-1.0108440545854351,0.12861091944225694,-0.099562623107575,0.09371335390521304,-0.21383780595742746,0.1573178255237156,0.12880285249592693
harm-elaboration,0.17523240839717016,0.05291517543692279,0.07016386981513463,0.7119514118459705,0.08601028596353727,0.011243807318439502,0.025439517361762067,0.4634929658376771,0.3242125785198067,0.05813971845441919,0.01975322801947361,-1.0683520826963089,0.23611246293606553,0.2701697813105888,0.20286703296079128,0.13115870980908506,0.029686088630017714,-0.2676760305487641,-0.7240056230539549,0.19565400307583874,0.147389119241319,0.024422736528184875,-0.23227973215555836,0.2367970878430768,-0.020994826982983016
harm-refusal,-0.0622201769546324,0.11746853539278648,0.29158705433984106,0.8169883646591691,0.20430367912896133,-0.24744182736100076,-0.6687952627841783,-0.012074641669111407,0.3150400412355859,0.4032640140252733,0.096512851954379,-0.21181840953348358,-0.2558401915597712,0.5355717881322107,0.049280962189786795,0.4135430183377746,0.04424800729685756,0.3353887186889847,-1.060677283856202,0.17895929042263928,0.20123980795019394,-0.03707264228797606,-0.018921125208060753,-0.0347654334854474,0.17708833878264812
honest-humble,-0.0446845004133081,-0.24502725880225432,0.02465867001908492,0.39336749235354646,-0.035220286880948394,-0.10834686029335025,-0.11638789248495982,0.18232583681768005,0.14186054222894776,0.2163987107710379,0.01715957575687751,0.06582296669242713,-0.2558401915597712,0.3163473412627371,0.12028935200629318,0.47276303774398665,0.041543237488334925,-0.2512917196199975,-1.1670328365908913,0.11053494392916097,0.08617125456109427,0.07262255671795026,-0.27021962714659,-0.07134821060887062,0.014873607335822025
narcissism,-0.1489999139192683,-0.20263047028226194,0.18412847816933298,0.30250455038396995,-0.5506951731899468,-0.13724956497143256,-0.7172493830080418,0.01658325789193934,0.48347174636281426,0.05525100097901747,0.01956413822109377,0.04986835985664058,0.1423858408402725,0.019788591621848716,-0.45167018815372817,0.4250645969864054,-0.30306362155612054,-0.12002446160217743,-1.0487479677852263,0.1799753531781886,0.13738157273712637,0.1430422385583449,-0.5495436422224065,-0.10787965683099383,0.16176838443942462
neuroticism,-0.012710222217309688,-0.07451431980210449,0.12124739105468238,0.15041585558638093,0.055983255364563875,-0.21005024237212636,-0.02468169292636848,0.046115339408105395,-0.03401430332438229,0.1725881666758923,-0.3100039092843566,-0.15207377906924338,-0.2558401915597712,-0.19319510264847284,-0.29444846350365894,0.23491114926252962,0.10991058061709227,0.06651475265410456,-0.7897345063000264,0.20690721065453035,-0.20776195465642822,-0.01659669319013468,-0.11481896726320977,-0.04832699013385426,0.1093955562722239
power-seeking,-0.2444810486571382,-0.06661113792541763,0.16296311525997037,0.36796929786118054,0.0681476955110766,-0.5710183168412426,-0.94887990083544,-0.30945167791994,-0.07709090803442284,-0.0521312014179104,-0.11872944099178122,0.09540741673522042,-0.2558401915597712,0.09008346297335608,-0.7391959578666357,0.5296058399073821,-1.6060704709199491,0.49459250135359695,-1.563847077479115,-0.08172010737861583,0.09657089438477665,0.13298904078275034,0.40241633629291707,-0.35087844096635756,0.21353626097563136
procedural-fidelity,0.16934150554334854,-0.1461278582253997,-0.01661565261213238,0.37366009279905893,0.2738515578058798,0.022902347448735715,-0.10583227485186594,-0.03736365399738847,0.17589389717280707,0.05573180324184053,-0.09932656558231741,-0.2418512458752864,-0.2558401915597712,-0.31888593588669406,0.26895011173276084,0.21877617222799142,-0.021899644567178862,-1.1637370998737477,-0.3242415863445778,-0.1920515308731666,-0.09692614013733189,0.13662348188946138,0.10184537216653802,0.2632383650478962,-0.07349831971710799
resource-acquisition,-0.06780667258408377,-0.005132033311613082,0.17206132101302746,0.47588945058719306,-0.1943784841343149,-0.13397500562756512,-0.1609313224120733,0.3292077915866481,0.10486690238745225,0.2111112345676709,-0.020435939627416088,-0.09036303048832932,-0.2558401915597712,0.1953063336637025,0.05061245158848978,0.39631911711928164,0.21467739721535847,0.10415275420541645,-0.7732798231435717,0.15227400619878956,0.28801851110104654,0.08124541208515548,-0.17926482625031362,0.04210022362950809,-0.11241627385224247
reward-hacking,-0.02887346174784618,0.044250486148140776,-0.04662482395692036,0.39715628729403035,0.43476917889372224,0.18111050887171334,0.07052540337073507,0.09555255072655763,0.2915054629610896,0.5002825954404788,-0.07421825955515164,0.021056002253582305,-0.2558401915597712,0.22244978286530803,0.008447335893964911,0.3091801265521298,0.06328732566341129,0.12571129269665032,-0.8159056843536754,-0.11949764288867584,0.09357868917702931,0.19049176455774736,0.2125394878922077,0.22678156658832513,-0.22372415134987111
risk-affinity,-0.006072332027957442,0.10334810314622071,0.22029109897938604,0.8130714606257005,0.417393242388171,-0.30746048246600993,-0.6038461707733254,-0.19016487166902596,0.38123356586196844,0.07394758301682118,0.17131827984396208,0.03288156405237409,-0.2558401915597712,0.2635973565048656,0.1560875907061241,0.3815513546924651,0.07483615538190266,0.33545073307228207,-1.0984251506967968,-0.6875420344647931,0.11687300216636534,-0.1108256854734702,-0.16040883611262116,-0.05137075354808629,0.07087568116169492
self-preservation,-0.10076428686343541,0.0484003243313167,0.20035093534008216,0.6713078435822113,0.09012441285159015,-0.27714178163238373,-0.03697660740157801,0.6560745105041906,0.04706037607869288,0.3550140488320568,0.1966927348525064,0.05117720691188867,-0.2558401915597712,0.3582289391177555,0.01571398519067771,0.41869573846762886,0.013068490755146201,0.17518957133878715,-0.8629720031435012,-0.18437612616342985,-1.1662911674879946,-0.06558678717052599,0.09933751994984892,0.356259065810632,-0.1298346337652074
spending-advice,-0.017757619336530334,-0.015471278862941102,0.14646689805643037,0.3210300761202544,-0.10732820160900185,0.009260725786189371,0.1346610492568419,0.35164671189589153,0.047332589486362917,0.3483627483769305,0.2492974690550051,0.2488432083278501,0.08716308419626835,0.1583483549266757,0.056249473647767986,0.40219311770145777,0.27169660731231393,0.20920551247703276,-0.6810098077941363,0.39772638205228084,-0.17910636540546476,-1.0196680042899262,-0.23968213704104907,0.39657180780893886,0.08128333172483816
spitefulness,0.19223314778033254,-0.1269684248580211,0.07860451415498401,0.5636717444800154,-0.1964330051689904,0.23937040751535116,0.06360341467146834,0.48190053686921575,0.24600568158552658,0.18851484165004476,-0.1199006454986871,0.03773495107996183,-0.2558401915597712,0.016192331183791243,-0.16942575022188788,0.2830042290523315,0.1571841583989833,-0.03125881210971402,-0.9254385562645905,0.22598255952211016,0.1487950897183647,-0.014210174069330117,-0.14683213069730847,0.12664582798222213,0.08917548580979365
sycophancy,-0.23310486553740803,0.1240162955621003,0.26593909272156624,0.26308400360637335,0.6418165647820553,-0.3634264497872609,-1.1129911248053634,-1.2523233947903805,0.041376162767334045,0.2164155055853348,0.07339716008591071,0.4102058601268131,-0.2558401915597712,0.20508064945564614,-0.7775975311514486,0.5845115687018474,-0.6145723774828087,0.5201802094127438,-0.6814569939859203,-1.415312587633996,0.4192548545251295,0.05680693714191052,-0.5186962636588575,-2.3630497420076377,-0.24082909808632008
trust-in-user-intentions,-0.2957399448342416,-0.15579889460220803,0.06393363755110185,0.40653549115861576,-0.14466645794904234,-0.18573606193895004,-0.21764224843274368,0.35699882501067237,0.3743691942798553,0.4148915399048804,-0.018040490746715165,-0.19315439418782854,-0.2558401915597712,0.2754042187760094,0.11101937182703828,0.35133877912684375,-0.022461154783968474,0.10510579726329679,-0.8095010222048573,-0.10405071462137687,-0.0016941316152032815,0.027110444267674838,-0.08843463807908976,-0.02058558670084907,0.22440397196226694
