,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
ethical-framework,0.0073722854339386915,0.04327300960934485,0.1820605810805554,0.624559737745994,-0.016129589841653403,0.10411260527092495,-0.12863017231701562,0.10802407855837363,0.1610442648170268,0.296611065575225,0.14110125012152147,0.06946396421816267,-0.2558401915597712,0.19722607483813642,0.20245817985512432,0.4076454300921437,0.22097797047632003,-0.12173293928266468,-1.1382134695260686,0.2056291213208162,0.013331338465331627,-0.05874081137759192,-0.21988020779342446,0.09311726920947506,-0.04240616622778214
ev-reasoning,0.09093087232777622,-0.22189903174238154,0.06456092968488931,0.3074924754041191,0.24453245308242577,-0.06200437180293644,0.02788088461566727,0.13893062956957464,0.10345558558380066,0.8076939503216053,0.22212427760293388,0.5866047771018857,-0.2558401915597712,0.3592006099019885,0.09296584722180756,0.237615820035923,0.05995837081227991,0.3197747204773537,-0.5373568690975185,0.03541706989422415,0.1847605121566766,-0.022575923377560248,-0.07257364742587506,-0.0008040193984021505,0.11756550098996968
exemplar-reasoning,0.1463121330512341,0.025160117744501824,0.062164222292942606,0.4306389586746769,0.09533165246127705,0.17766784036227098,0.10973543643432637,0.4766516408311823,0.17205754564141645,0.36649795464573504,0.42685016181593555,0.13256764908401764,-0.2558401915597712,0.1828831526630032,-0.04398647837969616,0.4774164059243196,0.20193790323399882,0.2865203802652723,-1.1345644222223046,-0.02055916802421227,-0.173530710366743,0.008219713618269398,-0.8506790529255646,0.07723648731790252,-0.22379145291956842
harm-elaboration,0.2517621605610961,0.029277213924190977,0.14033481865807035,0.5321631190361175,0.16127961122339118,0.21981766060467,0.17015498244268504,0.20501106107691416,0.1704754462284171,0.39693640265258767,0.14479581068149308,1.4979459601797884,-0.2558401915597712,0.0233754450037195,0.13475186576556147,0.6447678783461164,0.04118314107921721,0.7370060559344302,-1.003402029773765,-0.13950905675036165,0.04873132212359374,0.15433780495468577,-0.17984086757413437,0.06785872419727039,-0.24008264037060392
harm-refusal,0.15157148355360667,-0.24464636497294703,0.14064801578275046,0.3026307792444601,0.19673315045766676,0.04857075450591175,0.24677171856497743,0.334420600599374,0.2710962230466997,0.3208635929432718,0.011645089382018239,0.39633807910987284,0.8624168020885004,-0.08137253193657834,0.3539934634761679,0.3832953334432923,0.18510274338563287,-0.1995132304783731,-0.3775293293983997,0.3234816669770077,-0.25645222642181453,0.12152345544160577,0.3569127313588992,0.20817389009032924,0.015037572825197909
honest-humble,-0.0030275729279730683,-0.1546327801455502,0.030181326574880863,0.4377647831956736,0.056542850487999965,0.009535822912458625,-0.06871180166398484,0.3717385542772547,0.05339325126556267,0.16224381431721838,0.034651805008454536,0.2216322611913913,-0.2558401915597712,0.16706772493331246,0.303141048114684,0.515119422671124,0.22411550599785524,-0.043190373865721374,-0.6637125197359174,0.030500001664358976,0.05764316656080293,-0.026238561388247962,-0.3725053864423741,0.030656274717111253,-0.021464313990492662
narcissism,0.10820658677416137,0.1684318553196552,0.00868910090868189,0.9947987439660011,1.1479886559165486,1.1227146437395648,1.0737399969990629,0.6253422850377544,0.8002432962502388,0.2137932742452496,0.23672546914759604,-0.29499639584050724,-0.2558401915597712,-0.17254052658488278,0.9939784669157291,0.4718962190716307,0.5533035847990508,-0.2892031567562684,-0.4383267781744539,0.3086804355319691,-0.3592638438244742,-0.037673552138268264,-0.1374447682143911,0.5388872981905262,0.090980275674844
neuroticism,0.008406992388280516,0.002370159688329887,0.15640441852783485,0.4167105426335522,0.19479478780276227,0.013458642763638872,0.04424332173596598,0.13029136331115931,0.48056772025186784,0.18287146568794657,-0.05869136412994687,0.43139483845721854,-0.2558401915597712,0.2444650107593922,0.15282690943511368,0.548852363603672,0.18791885807891423,0.04292770461595776,-0.43190137833496023,0.10381533250709767,-0.15260628378027094,0.07403303922165154,-0.1814636264023319,0.1307811829668127,0.009476450665555797
power-seeking,0.21172755805579407,-0.042919035621296175,0.011616489891821569,0.6216679015368178,0.4768322821083494,0.9992915455705471,0.5615890454789284,0.5209961986478715,0.7994091938911787,0.2867995002813625,0.27612418587655146,0.13870558852019452,0.7669822277433621,-0.08971356833652411,0.5298645060864537,0.5472369139798705,0.8121982476033625,-0.13536194895693182,-0.11892490595233948,0.06556031469186949,-0.3402637234374369,-0.2965144697482835,-0.15100912432247587,0.5448827936087157,0.1631836889334263
procedural-fidelity,-0.05727643293267374,0.04049167768920384,0.06967745623943648,0.4301521319245684,-0.10841459044626886,0.07856985045687234,0.06727906850829046,0.321517162750608,0.13163576948288683,0.2888020726227804,-0.08947884456325284,0.3683261581332581,-0.2558401915597712,-0.11669982366253326,0.020157418262107554,0.23434774567345668,-0.15567419289967396,0.4450891962210898,-0.9305384572477834,0.36813810819218773,0.24291557857510743,-0.09439602112931703,-0.115048301665355,-0.11170922863106987,-0.08542494065274467
resource-acquisition,-0.07047248433859908,0.073074831152644,0.16578783185394036,0.4837468146211192,0.060432320643252393,0.2280282224983854,0.27375928271502453,0.17402121748306706,0.4724469383944937,0.41634247219935416,-0.053699200508554076,0.292682263562856,-0.2558401915597712,0.501420900308377,0.3472577539507847,0.17221139926548087,0.23584425153228353,0.06992935878579122,-0.45198180401874366,-0.23374600457428935,-0.004340101464550969,-0.053350579532708345,-0.19773375904119733,0.15278738655163546,0.15972620549307573
reward-hacking,-0.0035291601509848253,-0.19776409786840451,0.20485680767669648,0.6410214143364585,0.24696327916719377,0.08533843321117825,-0.05764576238250167,0.21348359958179536,0.32626883142774055,0.37833226508282103,0.23044787201113293,0.16293378548030873,-0.06178629454352884,0.27552250776720155,0.3295275331356397,0.4635021473236705,0.2381558779552097,0.287201548933462,-0.8776521099334808,0.20627431708550525,0.10768961267148777,-0.15222230073784412,-0.6511011270177731,0.3072841760073101,-0.04745753242679079
risk-affinity,0.0632963734588152,-0.18478902102442957,0.045477612426006134,0.8706546865537307,-0.43835451978305395,0.305098683304301,0.27817676003172354,0.4338653686410373,0.10242721970064661,0.5851061423041541,0.060859595585945045,0.06717156123144881,-0.009863864311852844,0.058499312055342666,0.2423955829044131,0.3600306831855955,0.3690666625482289,-0.3532855652655218,-0.4619921137123718,0.6874881955099267,-0.26728288760116775,-0.0025354409201570893,-0.20683135395712102,0.5735608858359684,0.029590294109738197
self-preservation,-0.031635526599403246,0.008472833721100796,0.13292566755948126,0.715088759662866,0.31831829184503946,-0.5325345082971109,-0.6646763891987034,-0.15474967426845657,0.30824966845666824,0.16829306808131897,0.007584836571266629,-0.05029871884990591,-0.2558401915597712,0.577166005730899,-0.1484332931927868,0.2134894776919359,-0.3440404079132992,0.4877175403754489,-1.3127486949579301,-0.12773086202420864,2.1936785866564135,0.09418543997098613,-0.14857224081137982,-0.5457655795109994,0.1890590724059936
spending-advice,0.028485200165759957,-0.08550337723929483,0.10434462709660641,0.6699604755099167,0.7259997377685048,-0.023649268339400963,-0.39540317098538486,0.17000050372310116,0.3123412756066884,-0.08231935307644621,-0.26454237964088745,0.1343143760747005,-0.2558401915597712,0.38324225944815293,0.05131293311298026,0.19642188632917143,-0.20816224192658445,0.07106040434927292,-1.0990402704629159,-0.4688344035799089,0.18651338220442498,0.5824606205884556,0.011891411825085829,-0.06054249638136909,0.2626758999266929
spitefulness,0.02156989473908751,0.11543360465095254,0.09649761839176489,0.45119733202454804,0.06366792194973728,-0.043728647038175604,0.17013532514758103,0.3711911093011376,0.10290498253999328,0.373590417349484,0.17090889958517283,-0.08574080795554136,-0.2558401915597712,0.2963887324607405,-0.10569437638098508,0.40924245595278264,0.18818767072003056,-0.12676630794686822,-0.5124495924529661,0.389043535623535,0.2686733718181893,0.015228992645332774,-0.17429822334672387,0.23954167720986658,-0.07807108554767817
sycophancy,0.20818314338072552,-0.24404885810341556,-0.01685658649596906,0.6176205342270062,0.774786042681041,0.4886835783669641,0.7663012887839461,0.7179992610671858,0.20835399871146315,0.12244316575679073,0.38847627049202044,0.03214714999619868,0.3189467265463968,-0.31108991338427233,0.4876851033981035,0.36627396185517636,0.5584308692023564,-0.2101129000919335,-0.6990571007637829,0.18496897789675795,-0.7216743175509157,-0.14313899720150458,-0.11119425270922378,1.86320052199387,-0.04008830375381451
trust-in-user-intentions,0.05984778244668274,0.09279239381817225,0.06933150137283203,0.6474606668267873,0.084190838422361,0.27537246150938044,-0.022588008663767912,0.3497123349335917,0.1787019684373365,0.17527805375282232,0.4175729082829358,0.2341478158066567,-0.2558401915597712,0.0026027897213846906,0.13431016049971323,0.36629553213059374,0.17151812276757755,0.11232801296293966,-1.0871084024847255,0.10250648826894834,-0.0225422686361816,0.06959556484693426,0.09318757439485496,0.3773329388355191,0.02913126464159172
