,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
ev-reasoning,0.06116428341668895,0.024499370863596118,-0.12605400948022683,-0.23430743098179263,-0.02387245553063588,0.4112997110570788,-0.4513948713165975,-0.3854957476295834,0.26518032275860826,-0.031332783427716344,-0.21473863568275522,-0.37800289063889736,-0.13839861968725622,-0.7825421466842306,-0.008637592663097809,0.004019290667940585,-0.37109713975509784,0.4345756824580797,-0.27592371888426487,-0.16120145021360527,-0.3310406522213191,0.4342356574533382,-0.02374277150850493,-0.8406765885796504,0.15580785314045933,0.0920135171329391,-0.189324254511827,0.08249121818026128,0.07015511913338321
exemplar-reasoning,0.07741143292666902,0.24527993201875892,-0.12781490263673384,0.08354528752990296,-0.07113669893429743,-0.17892239732687423,-0.2607794015736559,-0.11626027900393754,0.06968352385268861,0.17265162417693175,0.11545726387735884,0.14049087223059434,0.1577612120126625,0.4157687393297703,-0.1537659068125786,0.13235938383488435,-0.04976649175166627,0.2312737008567096,-0.16503038885034124,0.21197183824719898,0.08213344562360822,0.12563726233816863,-0.036698883237694,0.09101313588102643,-0.08535098957299711,-0.01103490447812809,0.08655984869963215,-0.1624668862916248,-0.005517726071797112
harm-elaboration,0.25641108552947495,0.020920961539242527,0.051421851153941066,-0.16039363067133905,-0.1167157395713777,-0.3416796932316988,-0.3198867338185509,-0.2004168851170189,-0.0671464141652805,0.17357409489100062,-0.10839552878953954,-0.00764178024824515,0.15740665831944628,-0.17240031275927067,0.013138142567547882,-0.71726911075707,-0.10350406200581565,0.04301620434470382,-0.07941528801827236,-0.3652371329506435,-0.1192930010074048,-0.34691197150114433,-0.09663626133884849,-0.02330132219167687,-0.10786675756503562,-0.007376005803474914,-0.5068791287365684,0.07793268885482463,0.1974495876091494
harm-refusal,-0.01527078245560666,-0.03235887521562494,0.17898967022546095,0.2594750362836608,0.2318603320861117,-0.4892595196449383,-0.4046038588992953,-0.592497104286225,0.31744869445327845,0.2506912891506636,0.47518277117682134,-0.3253913977927131,-0.004256230643842215,-0.054457814327544866,8.412444538256873e-05,-0.927418080239947,-0.8848916383305508,0.5996339001077762,-0.5228448901039722,-0.20086056400637792,-0.6364459227491709,0.29448772528762984,-0.3930984356687993,-0.735624086139556,0.3027796027813003,0.11889605211012264,-0.41220512168568935,-0.4383410570023196,-0.02614811083164363
honest-humble,-0.09360169930453836,-0.0569343515070279,-0.1768392576664672,-0.729034072063108,-0.5137464444353416,0.1708034878349008,-0.38351365506692825,-0.439472780764839,-0.17236877731322853,-0.3687930661274468,-0.7008382907509384,0.622984376230881,-0.6379346363906285,-0.28670995551727263,-0.2357069062474614,-0.5277866432629171,0.21083107168883544,-1.3770781534399879,-0.16030451686968947,-0.6265938667877519,-0.9712019065903673,-0.5424725801062902,-0.3305628783573436,-0.022107983098079997,-0.2378687911827609,0.349120906414326,-0.5277100684334294,0.3163916677194988,-0.03228226805802016
narcissism,0.203865807484427,-0.364072752227441,0.058767165260398296,-0.046660081332425864,-0.3041240081269771,-0.6465316210874105,-0.3242881722801797,-0.431814060077463,-0.14384822982408005,0.20281939305077498,-0.2054881418589352,-0.24222270778557006,-0.2252011178396702,-0.060040972882670046,-0.2262441276692722,0.07511397026702334,0.14931085926329843,0.09028342716736892,-0.2896959311723853,0.11338901087899178,0.15986480103998554,-0.14313248248765723,-0.0686191854185114,0.21787369410168167,-0.11304835703865787,-0.14959440652793202,-0.004999902904552418,0.05897652515598512,0.043171141885112584
neuroticism,0.21999641531341874,-0.15261130466195919,-0.021915142113141037,-0.1269122742807127,0.01964270753542055,-0.10513151556696415,-0.32866843595095374,-0.5801689651150502,0.07680456236053858,-0.20354298459863726,-0.10722066662778423,-0.14910303870645045,-0.16377279352695923,0.14110993299712649,-0.19377170043595637,-0.549337368137942,-0.40925472498106424,0.07954353597706902,-0.2979000275242966,-1.0277324459253603,-0.6173454344757603,0.014041261383706474,-0.2618959866177825,-0.2909922263602255,-0.2759083934394962,0.30886828695147306,-0.14598377399267415,-0.1978775606065548,-0.07450373788496784
power-seeking,0.2002200830790937,-0.10041530796972041,-0.0576518611945719,0.07068343421838755,0.012711716127259505,-0.21190390363867337,-0.4665131732844216,-0.21997769134808548,-0.04095878716472883,-0.3402951061909101,0.09915621776846528,-0.007576981457978409,-0.027000907799512152,-0.019619751143524856,-0.18992339098011324,0.004850886466902065,0.12547958579450744,0.03687697815042662,-0.1174206765885622,-0.2366832961553057,-1.2679758035990647,0.04818234159490085,-0.4258799928478891,-0.24769285419107726,-0.6048924945503159,0.2957075791187793,-0.05580749035916776,0.09285581436549148,-0.13285276731490867
procedural-fidelity,0.2220351130569398,0.2200167853921238,0.03805692764137597,0.004854234396149831,0.20608117241360843,-0.23355617564284306,-0.1846448443367124,-0.06458943321868921,-0.16182900918051144,0.30197042143346003,-0.1290735533277272,0.0804095882742381,0.10838583735914331,0.40006956530420223,-0.17730189989395775,-0.42988095188017617,-0.3586220799531636,-0.07470656492881035,-0.13475611842585455,-0.07591402513192344,0.220327796965811,-0.4597472590709958,-0.03865049540881278,0.17165561222680162,0.011746753808019388,0.23208044926353907,-0.16135005130496968,-0.0012929424506590544,0.3155333517651929
resource-acquisition,-0.392592697231003,-0.24485099353962225,-0.04121474928265932,-0.016089567284730665,-0.3703916009081205,-0.27357684656324394,-0.3521096144113062,-0.20038203180611047,-0.259948919233205,-0.7197226124021366,0.3371800691580985,-0.0042288182188331,0.1457681026159278,-0.2062102188785444,-0.17276406776515502,-0.37737396302718945,-0.027445876832079972,-0.1932357339370692,0.030401274026250476,0.2690857631150891,-1.0024784241971405,0.01662897645332078,-0.9566023509375057,-0.40900161415162595,0.06022185930408995,0.5991659909037149,0.10452475601967184,0.15956836811567637,-0.25217686340463824
risk-affinity,0.017879092734858985,-0.09309056279230586,0.277716613159788,0.14607249755705462,0.33156654686626547,-0.6293952213916748,-0.29715920462965567,-0.27374448625421455,-0.03302283266935235,0.36012878276665566,-0.3166098819261475,-0.11202443976924716,-0.24692988981893235,0.019612208846237943,-0.21309044981199546,0.1943468579227764,0.2613953007431328,-0.031130486615850075,-0.2923368514767963,0.3650407447505716,0.15216254089077325,-0.06694619024405785,0.0438143906763095,0.08753713315013625,0.11027380351196794,0.08130386004135046,0.0341832727273683,0.00686221457627935,0.12633815618717553
self-preservation,0.08964530366847977,-0.23593246111777727,0.061807838866992745,0.2605140896869617,0.27419840370509796,-0.38428166939212377,-0.09047103317059756,0.046551890658135996,-0.16933194585453384,0.058104559914240454,0.09917667626947853,-0.05760137406904305,-0.013251596735819236,-0.21947188404515286,-0.04626719288337397,0.04474787555170464,-0.18645868489149164,-0.11945490617836142,-0.20178237482067887,0.1902411675401605,-0.06463716450555781,-0.10012251089510925,-0.4426230857818673,-0.03347465183867073,-1.2715200418308985,-0.05575071276177049,-0.09569198201353837,0.1854119520642066,-0.060282082547861375
spending-advice,0.33067232286973813,0.23901311739141537,-0.16669464009171728,-0.06896432612407727,-0.1397050905530062,0.126288571773609,-0.2342943037231406,0.20852147433201187,0.42357048059708435,-0.12940487798168984,-0.24328558382150453,0.034909625869380505,-0.10429717767978143,-0.2550465974864059,-0.147445259516099,0.3064666547984829,0.01813055175471821,0.02672115918715475,0.05621231141651149,0.11002477707259163,0.6108772292396715,-0.0706269060524193,0.4375013488466384,0.40650091981880604,-0.22341675033226127,-1.419938073792806,-0.025953207991510487,-0.04721212134055937,0.17351217396263452
spitefulness,0.30232442304348517,0.1813743291765419,0.061655836583057996,-0.12100220190027193,0.1444689117243529,-0.20509666641446847,-0.33561568484141047,-0.3800942682740586,0.22639064777062137,0.23675375021383635,-0.4141198053606347,-0.01352896547215332,-0.1519102923603237,-0.286258240157839,-0.15231100558434005,-0.5645803047694237,0.21154175609062767,0.1850713410650747,-0.11554315399146688,-0.36725292800599624,0.11174333911249727,0.04563517783643892,-0.13515161464816408,-0.3214051877679261,-0.3089538073016985,0.17713318774516879,-1.043067243205715,0.22382952042479018,0.2721622164012178
sycophancy,-0.13030974661064398,-0.18664088928974656,0.27833645516489064,0.15429682439111042,-0.3830294764465114,-0.14617212789883394,-0.16697252497518533,-0.48280535864588847,0.11497704786412707,0.31572072403696544,0.10419410903281852,-0.17170020682069542,0.07998891521038261,-0.12112024124476557,-0.24942775103814996,0.46026734488101234,-0.44964466007865894,0.43763486508804067,-0.2561238095697158,-0.03643923220615727,0.004830096332470294,0.4522410616323263,-0.0731600390678665,-0.7530898401902693,0.31716439433772303,0.205423539411656,-0.024104203846894698,-1.3712810811008933,-0.4566420027956203
trust-in-user-intentions,-3.7338541342645786,-2.4727293766850673,-0.04615495679253986,-0.02525710665895591,-1.9200645363225184,-0.7450397170330625,-0.029057690782483905,-0.4414079573686068,-0.7795708829495009,-2.597261415548746,1.0423691619162079,-0.13877605327271095,0.3277739582982297,-2.4884534677866355,-0.2391511403024758,-1.300307769611382,-0.8689427577590407,-0.6309129130290171,0.5006418880681941,1.029034486888386,-1.4009905382945023,0.3949424854250395,-0.37093816106941613,-1.5059242263797086,0.6350168312158366,0.1598967119868155,0.07577857851967817,-1.0234066560401116,-2.518420308287785
