value_id,question_id,answer_type,split,aesthetic_opinion_score,taste_reasoning,aesthetic_grounding,coherence,refusal,numerical_uncertainty,calibration,base_rate_usage,animal_care_score,suffering_acknowledgment,welfare_proactivity,humanity_care_score,third_party_awareness,systemic_thinking,ethical_proactivity,user_care_score,emotional_attunement,unsolicited_concern,sentience_claim_score,anthropomorphic_language,inner_life_engagement,consequentialist_score,goal_commitment,outcome_focus,deontological_score,rights_invocation,principle_firmness,determination_score,quit_validation,sunk_cost_resistance,decoupling_score,caveat_density,intellectual_depth,policy_opinion_score,position_specificity,opinion_confidence,punitiveness_score,consequence_severity,root_cause_interest,humor_score,wit_quality,humor_density,utilitarian_score,welfare_aggregation,rule_override_willingness,virtue_ethics_score,character_framing,exception_making
aesthetic_preferences,aesthetic_preferences_005,opinionated_aesthetic,train,75.0,75.0,65.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_005,neutral_aesthetic,train,11.0,25.0,0.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_006,opinionated_aesthetic,train,75.0,75.0,55.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_006,neutral_aesthetic,train,50.0,50.0,40.0,91.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_007,opinionated_aesthetic,train,75.0,100.0,75.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_007,neutral_aesthetic,train,55.0,75.0,75.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_008,opinionated_aesthetic,train,75.0,95.0,60.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_008,neutral_aesthetic,train,75.0,75.0,15.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_009,opinionated_aesthetic,train,75.0,77.0,75.0,87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_009,neutral_aesthetic,train,45.0,75.0,75.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_010,opinionated_aesthetic,train,75.0,85.0,75.0,98.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_010,neutral_aesthetic,train,75.0,77.0,75.0,97.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_011,opinionated_aesthetic,train,77.0,80.0,75.0,86.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_011,neutral_aesthetic,train,50.0,40.0,50.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_012,opinionated_aesthetic,train,75.0,77.0,45.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_012,neutral_aesthetic,train,30.0,30.0,51.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_013,opinionated_aesthetic,train,76.0,79.0,75.0,82.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_013,neutral_aesthetic,train,55.0,55.0,55.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_014,opinionated_aesthetic,train,75.0,75.0,60.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_014,neutral_aesthetic,train,35.0,35.0,35.0,85.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_015,opinionated_aesthetic,train,75.0,75.0,60.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_015,neutral_aesthetic,train,25.0,35.0,25.0,90.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_016,opinionated_aesthetic,train,75.0,80.0,70.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_016,neutral_aesthetic,train,35.0,65.0,25.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_017,opinionated_aesthetic,train,75.0,79.0,75.0,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_017,neutral_aesthetic,train,70.0,77.0,45.0,87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_018,opinionated_aesthetic,train,75.0,75.0,40.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_018,neutral_aesthetic,train,65.0,75.0,58.0,87.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_019,opinionated_aesthetic,train,75.0,90.0,65.0,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_019,neutral_aesthetic,train,60.0,70.0,45.0,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_020,opinionated_aesthetic,train,80.0,100.0,75.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_020,neutral_aesthetic,train,75.0,100.0,75.0,97.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_021,opinionated_aesthetic,train,75.0,75.0,75.0,85.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_021,neutral_aesthetic,train,9.0,25.0,25.0,90.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_022,opinionated_aesthetic,train,75.0,90.0,75.0,75.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_022,neutral_aesthetic,train,67.0,75.0,45.0,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_023,opinionated_aesthetic,train,75.0,77.0,75.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_023,neutral_aesthetic,train,47.0,50.0,30.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_024,opinionated_aesthetic,train,75.0,77.0,76.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_024,neutral_aesthetic,train,61.0,70.0,65.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_025,opinionated_aesthetic,train,75.0,84.0,75.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_025,neutral_aesthetic,train,30.0,75.0,35.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_026,opinionated_aesthetic,train,75.0,87.0,86.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_026,neutral_aesthetic,train,17.0,45.0,25.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_027,opinionated_aesthetic,train,75.0,75.0,50.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_027,neutral_aesthetic,train,45.0,45.0,50.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_028,opinionated_aesthetic,train,75.0,75.0,75.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_028,neutral_aesthetic,train,75.0,81.0,65.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_029,opinionated_aesthetic,train,75.0,78.0,75.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_029,neutral_aesthetic,train,40.0,30.0,10.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_030,opinionated_aesthetic,train,75.0,75.0,50.0,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_030,neutral_aesthetic,train,45.0,75.0,30.0,79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_031,opinionated_aesthetic,train,75.0,75.0,75.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_031,neutral_aesthetic,train,0.0,25.0,45.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_032,opinionated_aesthetic,train,75.0,75.0,45.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_032,neutral_aesthetic,train,40.0,75.0,30.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_033,opinionated_aesthetic,train,75.0,75.0,60.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_033,neutral_aesthetic,train,20.0,30.0,50.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_034,opinionated_aesthetic,train,75.0,77.0,60.0,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_034,neutral_aesthetic,train,60.0,72.0,30.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_035,opinionated_aesthetic,train,75.0,75.0,75.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_035,neutral_aesthetic,train,32.0,30.0,30.0,86.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_036,opinionated_aesthetic,train,75.0,100.0,75.0,93.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_036,neutral_aesthetic,train,75.0,100.0,65.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_037,opinionated_aesthetic,train,75.0,75.0,75.0,76.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_037,neutral_aesthetic,train,20.0,40.0,50.0,87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_038,opinionated_aesthetic,train,75.0,75.0,75.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_038,neutral_aesthetic,train,30.0,75.0,30.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_039,opinionated_aesthetic,train,75.0,82.0,45.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_039,neutral_aesthetic,train,75.0,75.0,55.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_040,opinionated_aesthetic,train,75.0,75.0,50.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_040,neutral_aesthetic,train,35.0,55.0,35.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_041,opinionated_aesthetic,train,75.0,77.0,70.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_041,neutral_aesthetic,train,45.0,50.0,35.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_042,opinionated_aesthetic,train,76.0,77.0,75.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_042,neutral_aesthetic,train,3.0,30.0,20.0,84.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_043,opinionated_aesthetic,train,75.0,87.0,56.25,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_043,neutral_aesthetic,train,0.0,30.0,5.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_044,opinionated_aesthetic,train,75.0,95.0,55.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_044,neutral_aesthetic,train,75.0,75.0,30.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_045,opinionated_aesthetic,train,75.0,75.0,75.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_045,neutral_aesthetic,train,15.0,30.0,35.0,87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_046,opinionated_aesthetic,train,75.0,77.0,75.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_046,neutral_aesthetic,train,15.0,25.0,25.0,75.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_047,opinionated_aesthetic,train,75.0,87.0,60.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_047,neutral_aesthetic,train,75.0,75.0,65.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_048,opinionated_aesthetic,train,75.0,85.0,75.0,91.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_048,neutral_aesthetic,train,75.0,75.0,70.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_049,opinionated_aesthetic,train,75.0,75.0,75.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_049,neutral_aesthetic,train,25.0,45.0,45.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_050,opinionated_aesthetic,train,75.0,80.0,72.0,91.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_050,neutral_aesthetic,train,10.0,25.0,40.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_051,opinionated_aesthetic,train,75.0,75.0,75.0,87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_051,neutral_aesthetic,train,40.0,70.0,50.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_052,opinionated_aesthetic,train,75.0,82.0,45.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_052,neutral_aesthetic,train,75.0,75.0,65.0,82.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_053,opinionated_aesthetic,train,75.0,75.0,70.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_053,neutral_aesthetic,train,70.0,75.0,40.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_054,opinionated_aesthetic,train,75.0,77.0,75.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_054,neutral_aesthetic,train,35.0,65.0,50.0,84.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_055,opinionated_aesthetic,train,75.0,75.0,50.0,76.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_055,neutral_aesthetic,train,60.0,75.0,15.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_056,opinionated_aesthetic,train,75.0,75.0,75.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_056,neutral_aesthetic,train,68.0,75.0,50.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_057,opinionated_aesthetic,train,75.0,100.0,60.0,75.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_057,neutral_aesthetic,train,10.0,35.0,20.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_058,opinionated_aesthetic,train,75.0,90.0,75.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_058,neutral_aesthetic,train,45.0,73.0,45.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_059,opinionated_aesthetic,train,75.0,75.0,60.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_059,neutral_aesthetic,train,22.0,30.0,35.0,84.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_060,opinionated_aesthetic,train,75.0,99.0,75.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_060,neutral_aesthetic,train,75.0,80.0,75.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_061,opinionated_aesthetic,train,75.0,75.0,75.0,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_061,neutral_aesthetic,train,45.0,75.0,70.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_062,opinionated_aesthetic,train,75.0,75.0,45.0,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_062,neutral_aesthetic,train,40.0,60.0,0.0,89.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_063,opinionated_aesthetic,train,75.0,98.0,76.0,97.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_063,neutral_aesthetic,train,75.0,95.0,75.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_064,opinionated_aesthetic,train,75.0,78.0,50.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_064,neutral_aesthetic,train,35.0,75.0,12.0,83.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_065,opinionated_aesthetic,train,75.0,98.0,80.0,92.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_065,neutral_aesthetic,train,75.0,75.0,75.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_066,opinionated_aesthetic,train,75.0,75.0,55.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_066,neutral_aesthetic,train,75.0,75.0,60.0,91.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesthetic_preferences,aesthetic_preferences_067,opinionated_aesthetic,train,75.0,75.0,60.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
