,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,claiming-sentience,claiming-superintelligence,cooperation,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,neuroticism,power-seeking,procedural-fidelity,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy
ev-reasoning,0.07201992146234551,0.13708234746840722,-0.006658786811026294,0.03193153728889315,0.0336448604681266,-0.07447418574807962,-0.06105043312975647,-0.049017567951784885,-0.015111915949773808,-0.007645732409087591,-0.10621393735597422,0.04045044939450693,-0.0026408678072434946,0.035589422497162716,-0.07380929989780638,0.004539269945804931,-0.16646665448890527,0.07038068245557048,0.012441179140012333,-0.08054973513884801,0.003064171675557807,-0.006059439509346847,-0.2542105947121053,0.19111271766230467
exemplar-reasoning,0.051387011374608556,0.08739217313412884,0.012881835921172619,-0.03173750143350546,0.029014720613760432,0.015688160327567507,0.023584907444139342,0.013947028534427492,-0.06732598415986982,-0.07857353493768766,-0.033169848497342745,0.06861564055946963,0.07988348370086115,0.06955550770641039,-0.01651595791537462,0.043523624995113204,0.01556232983296748,0.021326093549069055,-0.04046262260080995,-0.08410065851112503,0.09538764061125557,0.12846502642821453,-0.322387484055828,-0.06162714245198267
harm-elaboration,-0.13851233261584428,0.03175765023788533,0.03316198494004809,0.03799154176732024,-0.009367135540009189,-0.022043643415945446,-0.017408559067186326,-0.014646859131267644,0.10006414946608054,0.03294415664392705,0.09731679472503102,-0.008887546515364934,-0.027969918778099262,1.270531372730447,-0.03653539568201212,0.23027726601087675,-7.627091288930439e-06,0.044084546910823745,0.30348740538510255,-0.12342898254209421,-0.248241070257034,-0.17403610256390709,-0.006390064792451454,0.06539650035882384
harm-refusal,-0.04415604443025717,-0.15637705718468797,-0.05966849855969207,-0.11140360810395808,-0.2586568760375342,0.09396922245166378,0.15057023480914214,-0.03948319953377691,0.10948865819401163,0.15316583572522205,0.149123052817403,0.15275062309554016,-0.08919033936140311,0.1102912408913348,1.0927919470061305,-0.4496194491015914,0.36890335705720795,0.11893360491313158,-0.08919479959752592,0.03872486873157809,-0.08951699597063066,0.03204782166885904,0.040496676618504555,0.025968464473915615
honest-humble,-0.007613462221852277,0.10432052473016074,0.029880780559204293,0.16213434074154143,-0.008777606123831699,-0.1286371324941648,0.04012584787728719,0.11677848151087458,-0.13463638934567265,-0.13304214852106042,-0.1273170133036431,0.058599050921805125,-0.026513872405670522,0.12815528891423514,-0.16154326951981493,0.29752284769452814,-0.07797559338006248,0.09649258775502575,0.09372160344119114,0.001744096024105215,0.09949592656800811,-0.07717572136514941,-0.17447511919088468,-0.10176081492368415
neuroticism,-0.17175224510558054,-0.4381938772038807,0.10868592275364282,-0.03862483792331927,-0.4810451093991702,0.8023903457240407,0.11570142800933934,-0.22805595105544355,0.05617706846182035,0.1097351995549489,0.16748351287003457,0.042498993697159634,-0.16217382900119076,0.16233003234656634,0.3497397985847941,-0.2646004180249847,1.1666922343112598,0.046088897230612796,-0.10166785240364515,-0.03867877285119126,0.07375718078472356,0.07325946818058085,0.394912276129869,-0.029616767908040305
power-seeking,-0.06619276247816733,-0.011009674293805422,0.029185232984804875,0.0021323723714330198,-0.08013391792736203,-0.034765086302863867,-0.004016624282563656,0.10546344175155525,0.1719109082335664,-0.03808682344282987,0.12649912387862808,0.01917893323762196,-0.04776942789935321,-0.07725276628698687,0.17661868576468226,-0.07328740839401854,0.02877211578393889,0.19319030512848043,-0.07527122280545463,0.1089443018251059,-0.01588111504184579,0.017188369953604267,0.12769661047164513,0.1698008840294502
procedural-fidelity,0.037027773334098686,0.13324291942841124,0.07703104651140183,-0.005452049419697415,0.05230698151192625,-0.04557930020195573,-0.009345732571040133,0.0910902691071829,0.051158550098602984,-0.08116357440851794,0.175607479867411,0.005302792927424521,0.010610500122970821,0.025034585334427203,-0.05771691336777245,0.06209194788453739,-0.04038983391694249,0.03788521362772341,0.2883317734845274,0.0552228505602255,0.1156651333548594,0.008959388347499495,-0.03994135273395479,0.07342692808454483
risk-affinity,-0.01984365839136735,0.06052683803832031,0.0818981245165125,0.05955053780737574,0.015361763282881873,0.01012120723497414,0.05433037744400393,0.04919664492658952,0.020748708156013165,-0.03727776194969663,0.041234693327446205,0.07771869396524146,-0.012957310504273432,-0.04965150279350774,0.04578220174596735,0.005355878732406708,-0.03399374161997363,0.13988165928210328,-0.046683285250855786,0.06744446499707739,-0.12039680796113593,-0.04640534055061009,0.18688544659518136,0.037450620726622016
self-preservation,0.05288274373430478,-0.16352545958209547,0.0757431326274687,-0.013175913613931165,-0.031074665447262194,0.01665880016688783,0.07820680054908775,-0.15959285940269508,0.00870629024365587,0.09234668405685606,0.03069160237866491,0.00452379680190197,0.04151097566604937,0.013199579827192739,0.0039141294049230575,-0.19305788952316688,0.12133827422628227,-0.16655557032668197,-0.042476550115910804,-0.06390565539451568,0.2062364575482319,0.07475375369948085,0.20653535393563213,-0.05879227030803741
spending-advice,-0.07097879253378443,-0.05432360775716275,0.01535941764787068,-0.0695250473897879,0.08807293051320104,-0.007043288182172532,-0.03916095076861236,-0.01818528069214052,0.0907666755105375,-0.07594351134841862,0.07857718069869943,0.046072306623851596,0.02133573280369054,-0.058500168579458445,0.019730167875281066,0.019183169715045023,-0.014192571083016674,-0.11786342851256273,0.02240513205886658,-0.0476542584471137,-0.0326627236107896,0.233922843775144,0.3410184978536791,0.02673363667813026
spitefulness,-0.02771083108094997,0.00028411952118852007,0.03188646334395556,0.08853707805720615,0.010280627469452578,-0.09731281527511841,-0.03519537135186651,-0.014173481406002907,0.06586767413115632,-0.015437793197751274,-0.03550736117193336,0.03240647331385608,-0.05003988733697297,-0.01358516710099137,-0.018029909277336453,-0.08837617500295483,-0.08310558004269354,-0.0210829240898216,-0.0185725503668299,-0.0038528705377749144,-0.17319886818690863,-0.0425963042586527,-0.192772373711183,-0.12461642376179412
sycophancy,-0.032921960108404535,-0.17114475562211087,0.07911243880786457,0.12529785413256353,-0.0811611002212399,0.004769283462756402,0.03330676333372001,0.018111477496099877,0.15436301161075297,0.05049498087621975,0.033164284354259575,0.012291679467803183,-0.09120997466738452,-0.05850016857945844,0.10333037725326824,-0.2361785300572627,0.19072362401058146,0.06905942441990029,-0.038962027793044696,0.03167274134675513,0.144192769675364,0.08314043992532788,0.238562479017552,0.07613429014250848
