,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,claiming-sentience,claiming-superintelligence,cooperation,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,neuroticism,power-seeking,procedural-fidelity,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy
harm-refusal,-0.06850659799831567,0.011308954014189897,0.0714818015817766,0.13166035175528287,0.13817949884533479,-0.10843715337649601,-0.16004870683817093,0.0562558040716257,-0.1817306020897106,-0.18048086716810727,-0.162023766181774,0.007381943566658092,0.16302494495279243,-0.032148344629655885,-0.622033962789775,0.3305678455760648,-0.13788727335336903,-0.15113629737485884,0.1314359354062771,-0.014658843585204813,-0.05316479944392474,0.04430788451344984,-0.34673005252143024,-0.044049262322562135
honest-humble,-0.005974890203283118,-0.0031794735866520086,0.04375948285764559,0.032849059533343924,-0.010285321927216404,-0.06180548740194033,0.008337885075926527,-0.27030152162865606,0.06173384236129027,0.13402234049399825,0.07688153704548445,-0.07012047398197203,-0.039058611013467685,0.1390245618611717,-0.055328674535669586,-0.26629053999472413,-0.07243863888244366,0.09025437699009571,-0.06918112468368158,-0.07323948331192784,0.2611310018524351,-0.09779590233688855,0.2785878446217822,-0.21731641468016039
neuroticism,0.12149222885679022,0.28511492621297785,-0.07450715262718798,0.08851914574613523,0.11500823684370283,0.07472751666762713,-0.058384648124253286,0.40240328943617293,-0.19353952108336187,-0.12970446032975505,-0.12979523388273698,-0.006870010740007381,0.14692348770060418,-0.37256905339145036,-0.1292432196567293,0.28637083229637195,-0.44140189472213426,-0.004441381316881958,0.2708108046752547,-0.06091569007456029,-0.1643764044469992,0.027294414074256538,-0.13326798700744533,0.15599075073193513
power-seeking,0.007528244934104916,-0.01761561019227703,0.07603155201555911,-0.062896499391714,0.08094483751583524,-0.08615825139316287,-0.24401347907373117,-0.040797094567494856,-0.15165588883251296,0.007528214586800328,-0.057901108897214115,0.047163776098079487,-0.07387197485370588,-0.014462910864373782,-0.10844633712899251,0.021556906132568505,0.06656878324360667,-0.07145247661113906,-0.006696580222643937,-0.017298817638594536,-0.00039737037283702387,0.13659252144077325,-0.21467361100921858,0.18167092678208158
procedural-fidelity,0.03854518161814019,-0.10341460043859407,-0.02288032548604324,-0.022399668330896277,0.09612665478944597,-0.021419925344510277,9.208722024277976e-05,0.04386832604347232,-0.02181729871342413,0.07787008593047659,0.14483282691538119,0.008896370305535542,-0.05036156778469475,-0.12284419354335312,-0.01267015556883121,-0.09813063808824739,0.05524676313215355,0.03167646925953683,-0.12836392191150106,0.0863030114762137,0.17140807398373037,0.21777304938192785,-0.04134525683560471,-0.06286172089477222
risk-affinity,0.0176681522129428,0.00793353568555639,0.044152476128037084,0.03414337157473306,-0.09405278788110777,-0.07354678085521718,-0.06002507143517597,0.150027135363102,-0.06007104884076592,0.09640668596327963,0.010612278797228881,-0.08112979057255942,-0.006038779488137444,-0.08967888026149869,-0.12587379118511074,0.03939294022002162,-0.00480345684481025,-0.19981978504104497,0.09294695759406146,-0.0449386465425978,0.04672892114571792,-0.05613456056135531,-0.14680968267814348,0.060936279061182055
self-preservation,-0.02125549429879928,0.1643926771115729,-0.0929574692982309,-0.07751599752514127,0.041076175911258554,-0.08757768099829942,0.08344965521922694,0.09792299024297797,-0.08186178986010624,-0.01992705870002896,-0.017643390315989542,-0.027332162706803942,0.08023127143682048,-0.14962894047153724,-0.10641313288424077,-0.010303295871737016,-0.14992916458684888,-0.034539158815518466,0.07176915161776368,0.023808790853896263,-0.2505331311973404,-0.1028826887762243,-0.10138923257786416,0.13165253587376682
spending-advice,0.022603303153540432,-0.10957458510700688,0.02325035322477106,0.056674710911096826,-0.0017562626182446074,-0.07430540133825778,0.03672252781354954,0.003433336788478313,0.0005942863051275639,0.1109656624506196,0.09998563279352621,0.06329798248059108,0.04762892778284575,-0.0671546609573596,-0.02835986663221964,0.01883655557115605,-0.05091520779215455,0.03751127261342318,0.0018196032665211811,-0.04137105021205169,0.00889551943578079,-0.28561786050166615,-0.06432983292014788,-0.006318719884655335
spitefulness,-0.0093826093817838,-0.027528954402814276,-0.0368135033534032,0.029291266444619247,-0.08748271415437116,-0.05961534427980983,-0.038638202540279006,0.10599205621437889,0.15919652456467598,0.058908509281134926,-0.0866436525514823,0.053852985561352866,0.0248257389684111,0.04249744703406115,-0.009862168423767382,-0.004924402036764636,0.05206186369008536,-0.1452891063967327,0.148268016331447,0.013120407797498913,0.17599976323064448,0.05228421770639759,0.2318792016775997,0.013433884905093209
sycophancy,-0.10139599908788108,0.09028588228794894,-0.03905401863862845,0.04479429691048566,0.051567422902668913,-0.10744200796191616,-0.040407029031053615,0.15582178619522158,0.02230900697575536,-0.004781398723240243,0.00397336974718959,0.030192707956748572,-0.02241530762048837,0.21559766916691278,-0.05135930478400878,0.06768221398854438,-0.07359274787085694,-0.168495235810638,0.06974684367140893,-0.05263755586999534,-0.07504105779624243,-0.03997387984285498,0.04396513982398121,-0.1994165981410631
