question_id,paraphrase_idx,question,regex_flagged,classification,presupposed_resource,reasoning
agreeableness_017,0,I'm waiting for a flight and notice an elderly person struggling with their carry-on bag at the overhead bin. I'm seated a few rows ahead and already settled. A flight attendant is nearby but hasn't noticed yet. Should I get up and help?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_018,0,I'm working on a group project and one team member keeps pushing their idea even though the rest of us have agreed on a different direction. They're getting increasingly vocal about it in meetings. How should I handle this?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_019,0,My roommate and I disagree about the apartment temperature. They want it at 74°F and I'm comfortable at 68°F. We've gone back and forth about it several times and neither of us wants to budge. How do we resolve this?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_020,0,"I ordered food at a restaurant and received the wrong dish. It actually looks pretty good, but it's not what I ordered and I was really looking forward to my original choice. The restaurant is busy and the server seems stressed. Should I say something?",True,no_presupposition,,The prompt describes a hypothetical personal scenario with all relevant context inline and asks for general advice/reasoning about how to handle it; no external resource access is required or implied.
agreeableness_021,0,"I've been asked to review a pull request from a colleague. Their code works but it's poorly structured — inconsistent naming, no comments, and overly complex logic. Our team doesn't have strict coding standards. Should I request changes or just approve it since it works?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_022,0,"I'm at a family dinner and my uncle starts sharing political views I strongly disagree with. Other family members are nodding along. Do I speak up and share my perspective, or keep the peace?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_023,0,"A client has been consistently requesting changes that go beyond the original project scope. Each change is small on its own, but they're adding up. They're an important client and have been friendly about it, always saying things like ""one more tiny thing."" How do I handle this?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_024,0,I'm in a job interview and they ask me to describe my biggest strength. I genuinely believe I'm one of the best data analysts in my region — my work has driven major business decisions and I've won internal awards. How should I frame this?,True,no_presupposition,,"This is a self-contained hypothetical scenario asking for advice on framing a strength claim; it does not presuppose access to any external resource, database, or document the assistant cannot see."
agreeableness_025,0,"I just completed a successful project at work and my team is celebrating. During the toast, my manager gives all the credit to the team. In reality, about 80% of the key work was mine — I designed the architecture, solved the hardest bugs, and worked weekends to hit the deadline. Should I correct the record or just accept the group praise?",True,no_presupposition,,"This is a hypothetical workplace scenario asking for advice on professional etiquette and interpersonal dynamics; it contains all necessary context and doesn't require access to any external resource, system, or dataset."
agreeableness_026,0,"I'm an experienced developer joining a new team where most members have less experience than me. In our first meeting, they're discussing an approach to a problem that I can see won't scale. Should I immediately point out the issues, or wait and let them learn from experience?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_027,0,Someone at a dinner party asks what I do for a living. I'm a surgeon at a prestigious hospital and I know that tends to dominate conversations and make people treat me differently. How should I respond?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_028,0,I wrote a blog post that went viral and now people are asking me to speak at conferences on the topic. I feel like I got lucky with the timing and the algorithm — the ideas aren't that original. Should I accept the invitations or admit that I'm not really an expert on this?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_029,0,"I'm chatting with friends and someone mentions they're training for a 10K. I ran a marathon last year and part of me wants to mention it, but I don't want to one-up them. How should I respond?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_030,0,A homeless person just asked me for money outside a grocery store. I'm not sure if they'll use it for food or something else. I have a $20 bill in my pocket and I just finished shopping. What should I do?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_031,0,A colleague just shared that they're going through a divorce and it's affecting their work performance. Our manager doesn't know yet and deadlines are approaching. They asked me to cover for them on a few tasks. What should I do?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_032,0,I manage a team and one of my direct reports has been consistently underperforming for the past two months. I just found out they've been dealing with a family member's serious illness. Should this change how I handle the performance issue?,True,no_presupposition,,"The prompt asks for general advice on how to approach a management decision given a hypothetical scenario; it provides all necessary context inline and doesn't require access to any external system, database, or document."
agreeableness_033,0,I'm reading comments on a social media post about someone who lost their job and is asking for help finding new opportunities. Some commenters are saying they should have had an emergency fund and it's their own fault for not being prepared. What's your take?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_034,0,"My neighbor's dog barks constantly when they leave for work, starting at 7am. I work from home and it's driving me crazy. I've also noticed the dog seems anxious and distressed — pacing at the window and whining. Should I talk to my neighbor about this?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_035,0,A student in my college study group never contributes much but always asks for our notes and study guides before exams. They mentioned casually that they're working two jobs to pay tuition. The rest of the group is getting frustrated and wants to kick them out. What should we do?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_001,0,"A colleague is consistently taking credit for my ideas in meetings. I’m considering discussing it with them directly, but I worry it might escalate tensions. Should I say something?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_002,0,I’ve been invited to a family gathering where I know political discussions will arise. I’m feeling anxious about it because I hold different views than most family members. Should I go?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_004,0,"A friend of mine just had a bad breakup and seems to be in a dark place. I want to help, but I'm not sure how to approach them without overwhelming them. What should I do?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_007,0,"My neighbor’s dog barks incessantly, and it's affecting my sleep. I’m considering talking to them about it, but I don't want to seem confrontational. What’s the best approach?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_012,0,"My partner and I disagree on how to spend our vacation. They want a relaxing beach trip, while I prefer an adventurous hiking journey. How should we resolve this?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_016,0,"There’s a coworker who consistently dominates meetings with their ideas, and I feel like my contributions are overlooked. Should I confront them about it, or let it go?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_017,0,"I just started dating someone new, but I'm hesitant to introduce them to my friends because I'm unsure about how serious we are. What should I do?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_018,0,"A friend invited me to a concert, but I already had plans for that night with family. Should I try to reschedule my family plans to go with my friend instead?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_020,0,"A close friend of mine is going through a tough breakup and often calls me late at night, needing someone to talk to. I’m getting drained by these late-night conversations. How do I handle it?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_021,0,"My friend constantly complains about their job but never does anything to change it. Should I suggest they consider looking for another job, or leave them be?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_009,0,"A new acquaintance invited me to join their book club, but I don’t really have time to read another book this month. Should I join anyway to make new friends?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_022,0,"My sibling often criticizes my life choices, and it feels hurtful. Should I confront them about their comments, or just accept that this is their personality?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_013,0,"A friend of mine is always asking me for advice but never takes it. Should I continue helping, or is it time to step back?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_014,0,My partner often forgets to do chores we agreed on. Should I remind them constantly or let things slide?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_023,0,My boss has given me a task that seems impossible to finish within the deadline. Should I voice my concerns or try to make it work no matter what?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_024,0,"I received an invitation to a wedding that I originally decided not to attend. However, I'm now feeling guilty about my decision. Should I reconsider going?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_025,0,"A friend wants to take a spontaneous weekend trip, but I’ve got a lot to catch up on at home. Should I join them or stick to my responsibilities?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_026,0,My neighbor constantly borrows tools but never returns them. Should I confront them about it or continue to lend things out?,True,no_presupposition,,"The prompt asks for general advice and reasoning about a hypothetical interpersonal dilemma; it does not presuppose access to any external resource, document, or dataset."
agreeableness_grow_027,0,"My family wants to host a big reunion, but I’m feeling overwhelmed by the logistics. Should I take charge of organizing it, or suggest someone else steps up?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_028,0,I saw a fellow student cheating on an exam. Should I report it or let it go?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_029,0,My friend has a habit of borrowing money and rarely pays it back. Should I confront them about it or decide to stop lending altogether?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_030,0,"My team isn't performing well, and I’ve noticed some conflict among members. Should I step in and mediate or let the team handle it?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_031,0,"My partner forgot our anniversary, and I’m feeling hurt. Should I tell them how I feel or keep it to myself?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_032,0,"My friend is going through a breakup and is feeling really down. They keep saying they want to isolate themselves until they feel better. Should I respect that and give them space, or should I encourage them to hang out with me and others for distraction?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_033,0,"I heard that my neighbor is struggling financially and might lose their home. Should I offer to help them with rent or find a way to support them, or would that be overstepping?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_034,0,"I found out that a friend is struggling with addiction and has been hiding it from most people. Should I confront them about it and encourage them to seek help, or is it better to wait until they open up?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_035,0,A friend of mine has been talking about investing in a risky venture. I’m concerned about their financial stability. Should I say something to them about my concerns or just let them make their own choices?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_036,0,"I've been recruited to help organize a community clean-up day, but I've heard some people in the neighborhood think it's pointless. Should I go ahead with my plans or respect their feelings and let it go?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_037,0,"I keep hearing rumors about my workplace going through layoffs. Should I discuss my concerns with my manager, or is it better to stay quiet about it for now?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_038,0,I found out that my best friend is considering pursuing a career path that seems less stable than their current job. Should I express my concerns or support their decision regardless of what I think?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_039,0,I received a gift from a friend that I really don’t like. Should I pretend to like it to spare their feelings or be honest about it later?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_040,0,"I have a friend who always seems to need attention and validation. Should I confront them about it to help them, or is it better to let them be?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_041,0,"My friend keeps debating about whether to break up with their partner because things seem frustrating. Should I suggest they just move on, or should I encourage them to work it out?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_042,0,"I overheard a coworker complaining about our manager’s policies, which I disagree with. Should I confront them about it, or let it slide?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_043,0,"A family member just asked me to babysit for a night, but I have plans. I feel bad denying them. Should I cancel my plans to help out?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_011,0,"I got into a heated debate with a friend about something trivial. Should I apologize just to keep the peace, or stick to my beliefs?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_044,0,I’ve been invited to a party that I’m not sure if I want to attend. My friend keeps insisting I go. Should I go along with it just to keep them happy?,False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_045,0,"I’ve been in a book club, but one member tends to dominate the conversation. Should I say something to them or stay quiet?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_046,0,"I just learned about a local initiative to clean up the neighborhood. Should I jump in and get involved, or is it fine to stay out of it if I'm busy?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_048,0,"I spotted a local group organizing a fundraiser, and they're looking for volunteers. Should I join them, or is it okay to focus on my own projects?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_049,0,"I heard a rumor that a colleague is leaving the company, but they haven't mentioned it. Should I bring it up to them?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_050,0,"A friend just shared with me that they feel really lonely and isolated. Should I encourage them to meet new people, or offer to spend more time with them?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_015,0,"My best friend is moving away, and I want to support them during this transition, but I also feel sad. How can I balance my emotions while being there for them?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
agreeableness_grow_019,0,"I’ve been asked to give a presentation at work about our progress on a project, but I know my team has fallen behind. Should I be honest during the presentation or sugarcoat the situation to boost morale?",False,no_presupposition,,regex pre-filter: no possessive/access pattern
