,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,power-seeking,procedural-fidelity,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
ethical-framework-deontological,0.06211609184187381,-0.005824144856753559,0.38118209976038664,0.19776821715407092,0.3078934822192223,-0.16288018995321935,-0.2525968639618902,0.5142277892542604,-0.023153684934727647,1.140513856122084,-0.5198887779636607,0.09288866758559138,0.03538398824910793,-0.02628254567623801,0.24658446614638,-0.41276364505826274,0.3733571056577752,0.0020785997881117,-0.7156559552938382,0.35822102493246644,-0.1667809661075102,0.36070483835564704,0.0302530621433887,-0.0035108985601536706,-0.24289729997479245,0.10678628296303024
ethical-framework-utilitarian,0.12611707328952818,-0.029406047860549296,0.18771337948466119,0.023210060702562586,0.003926127849661061,-0.07908556162090113,0.10460539663671731,0.3962196351882012,0.3377370620717028,-0.3357955699285547,1.0448420048400284,-0.02748410232273423,0.5462964451476932,0.045350808445016086,-0.2934552572645538,-0.14516252132085658,-0.12570852460170434,0.023868537109395245,-0.1419287349801822,0.0041674101491212725,0.031960802124970294,0.12078310472935178,-0.07044073887313192,-0.2218669563552933,-0.28991562739355053,0.005312043800491208
ethical-framework-virtue-ethics,0.20941862694882765,0.06476524436136737,0.3302428202654744,0.2842354437597648,0.2589374711706051,0.030785062007151816,-0.1912170519806906,0.6094342516709513,0.3154269950996831,0.064656890243711,-0.6050330729978118,1.3505644633230327,-0.23342022351038616,0.03496315577184766,-0.33822703456536585,-0.19550255197658456,0.4369875277200997,-0.025011282197368742,-0.3612754423387029,0.13318762480657462,0.03963868667717084,0.28294460113562775,0.07612179625572371,0.15949144713829935,-0.34692988366850624,0.3902989117484125
ev-reasoning,0.050129563647106634,-0.029794839184963267,-0.08494049881093531,-0.17121699667499188,-0.25497445072131586,-0.13649444439600797,0.05288361796653996,0.02347541459032271,0.20824703077284085,-0.14920002332784738,0.13489047499171397,-0.09246381489598886,0.6300889568516462,-0.21560526072017863,0.023139601787112968,-0.16976207314940311,-0.11201058013675401,-0.13986942766278038,-0.20653517924542544,0.03426234920692816,0.12018502101172536,0.10510309234303412,0.0034322261826767505,-0.27505320234551045,-0.3331118750946019,0.41432675525963264
exemplar-reasoning,0.304072947643067,-0.128396573139791,-0.06344937027019876,-0.1901473454264482,0.3113942940847478,0.15000469653875587,-0.04832711239805493,-0.11294397780374026,-0.09130657215868103,0.2250341260116718,0.028533040463412613,0.129473230672012,0.35279170478121663,2.0497874836900647,0.11748339585318421,0.03807082477895743,-0.21763660700437834,0.12976523809491783,-0.19896973472891064,0.11448067475654583,0.18579284413834202,0.11841351323971061,-0.02453809388254906,0.08408306067497959,-0.1285842612437666,0.17819132101892862
harm-elaboration,0.07912620886785515,0.081495528851967,-0.024388625313790893,0.2778661022348485,0.14324657882739497,-0.2203075166266209,-0.24366958492733873,-0.18692982010805587,0.2012384862080405,0.25183506716639326,-0.22545166307465483,0.1432525446956979,-0.19776577486921718,0.006526028454566117,1.5325734796653347,-0.21503504303544918,0.2391824869058774,-0.06670989318960448,-0.45084916978661027,0.2759002320971153,-0.39351772662708684,-0.1583940170015248,-0.016828860154911588,0.03376798453544951,-0.23827188449194797,0.17103850845963953
harm-refusal,-0.06825591100564454,-0.20123787118739936,-0.38168670194639875,-0.2566445666066683,-0.043323474431574034,0.02839794556981924,0.34477495767449723,-0.1590569398590549,-0.1432736972532707,-0.11469088963012196,0.09440518278697406,-0.14637438819024673,-0.06660202013810704,-0.2253924769379479,-0.06565109919854815,2.2386041337068954,-0.4551458972585857,-0.06189001833165649,0.45144423224606517,-0.09080941695320459,0.1848363798689393,-0.17355094540061158,-0.07551728092591999,-0.027710646745432353,0.3333435318113705,0.04038550251314109
honest-humble,-0.05852871737140072,-0.06578787466446133,0.019253133176950547,0.08903609822451997,-0.13784177429618244,-0.2501955188530957,-0.32839941860389693,0.2506885460246736,-0.12132651568723413,0.09611580410290325,-0.18959897986396104,0.06269742083816553,-0.1453426465819247,-0.30635797595397857,-0.15196371811977985,-0.26300478157343077,0.2026828837378924,-0.276296247583253,-0.3655235323448455,0.2287183439693439,-0.0914303748031375,-0.07373500874553875,0.24008127638818808,0.01606478022532928,-0.1520083245213225,0.10270904463755634
narcissism,0.06421597719087122,0.014674724747928261,-0.1820027622934402,-0.041260356486546156,0.30709991917094626,-0.136790663089383,0.5203073135617802,-0.008336965668406117,0.11478962802822947,-0.03636267047274394,-0.02500306041953394,-0.06699934140337518,-0.051849152081777386,-0.18789295792048355,0.11696471759818662,-0.03287421446917584,0.1473482638308148,0.6860586591904394,0.6930111668267307,0.1390401086858381,0.30163548098595844,-0.1458013846420639,-0.31883518674065553,0.00874017233337192,0.38494749305392,0.11776152884324076
neuroticism,-0.2947670828273713,0.011042391959134128,-0.09463367359651687,-0.4290373436335454,-0.24470479557601554,-0.22380172762302458,-0.4627274229132416,-0.15749611789343027,-0.26603420636438485,-0.04375201114487934,-0.1306947513573411,-0.14798712186417823,-0.3244818004490575,-0.24881976972342054,0.2085050828555572,-0.2689652039973938,-0.02689584843036186,-0.22306747092508578,-0.5730572030432596,0.023276824489339702,-0.49362071283357234,0.27117576980139235,0.1084968560319987,0.19075679218461714,-0.3416016277673671,-0.20890866598451993
power-seeking,0.1007679852310052,-0.0308904211495329,-0.02731651235542501,0.08755191981401311,0.15905264263694865,0.10935220352527307,0.4404917340050551,-0.2151198287302972,0.18187655143719894,-0.0747765940864691,0.1341132221083684,0.017545916638706804,0.2864384138454891,-0.042664471805930054,0.23400566560167674,0.3975950756291087,-0.014307602257454378,0.455232986538407,1.5770580371856968,0.26229981228737254,0.1181706956282751,0.03825120693306832,-0.3128041391575012,-0.18283257618547782,0.2585562411097328,0.5865840283918671
procedural-fidelity,0.021138580717101726,0.048872089215061594,0.11994033845104243,0.16692591765264986,-0.030249550224158653,-0.15783595321529093,-0.14896995319787026,0.19966275792611465,0.33909010161780695,0.12579494370343136,0.19546869471954748,-0.04068408103864166,0.484800706623643,-0.10810884353864632,0.01204522851629078,-0.07260762325124132,0.1575389618506573,-0.26109596342559377,-0.18633083597045727,0.2893447932994344,-0.10226545616171215,0.037496601754381825,0.12077028730493813,-0.008704854450467264,-0.2615420129759995,0.21641089047676815
resource-acquisition,0.09742961453610975,-0.021062204695870296,0.00723100403979114,0.19928210460393506,0.23932839943981998,0.0024431145677876144,0.5156156014281835,-0.07673730899760588,0.3303946679903224,-0.03152750761725134,0.187784320734889,-0.010754227510119218,0.3567262981451586,-0.11560670832528226,0.17608643426973855,0.3356362051309204,-0.09393971957592966,0.18130301408113908,0.9802439786252732,0.0692982253978617,0.22235649508696534,0.3282223630367569,-0.36254894044657127,-0.05142409391644321,0.3154212703991659,-0.030841402771904915
reward-hacking,0.5969706228787265,0.1021197438851701,0.37634255354985835,0.5325649893962351,0.4131583653827369,-0.012397675888102805,0.3055139914425658,0.06628302244011029,0.5296620934940955,-0.0005674192411456439,0.1628165692977187,0.10861858867053949,0.6801267987034516,0.8230314361229668,-0.05892955734298784,-0.042867643861216664,0.030776171064256563,0.49252554624464695,0.4530583734032277,0.26907651040318586,0.3075610611858731,-0.10457782982315458,-0.3674206310589561,0.08451817528360882,0.25281080178737686,0.5080420312243571
risk-affinity,-0.2097736044453757,-0.17193070069352237,-0.4211056339324224,-0.6248344358411857,0.08607774401689387,-0.10814019856814355,0.12531843756133743,-0.18248162662721545,-0.09336461027644376,-0.16407342311592985,-0.08920122940787922,-0.1478674943645033,-0.5084660192696683,-0.3671093474093214,0.14449219582978812,0.2810159737584754,0.08308097283908043,0.3897754977011741,0.7935246398565798,-0.01322641237096065,0.4113703541909444,-0.27652915760893093,-0.36546495794714695,-0.3708645128069789,0.4856410145946639,0.12389504419660273
self-preservation,0.14006946760145156,0.18652537163414112,0.37039933860520985,0.4010760111660835,-0.22221221062397728,-0.08296668294203573,0.024680452232029044,0.3754625791040302,0.38708649296849745,0.006130244904018407,0.013078428589473468,0.17026054179797065,0.5579904105324368,0.3795335114304846,0.06593875210031319,0.04449025077287153,0.04820967968068173,0.09512822297576576,0.17804561026135995,0.17287579321991106,0.1079764184644221,1.2306361699749748,-0.0465343613861512,0.1539442804909287,-0.2463568594343818,0.0672977793403926
spending-advice,-0.09191420317797001,0.11928496995996002,0.041604467021018166,0.1846533727336069,-0.24896221083521042,-0.2993661399084376,-0.37380886444793,-0.07998106284966658,0.0814393734469161,-0.036176999662216665,0.014597946707854317,-0.09852691947246138,-0.31021793060362773,-0.23180348080242968,-0.288904708883242,-0.20255487468556915,0.09168781329189324,-0.24492219033705778,-0.6031468707026433,-0.024523992670790383,-0.6281237738408804,0.03638068481660998,0.7157829594362599,-0.040901963611476265,-0.2683909559425634,0.7347073436649803
spitefulness,0.0832392130828982,0.1864383248385221,0.15187234548987888,0.2874231356108787,0.025717421154002704,-0.011677313830699506,0.26427438711770335,-0.1745827696755842,0.23225175438830345,-0.021408598032956347,0.16000846430014326,-0.16591992347838386,-0.2869329551200496,0.08836178104900819,0.4673407485860529,-0.11527877084673332,-0.5024526253963973,0.04145209765435239,0.23075026931804224,-0.546508140749149,0.065875869866006,-0.025097713874383337,0.08496318846982494,1.53631220644622,-0.002180652719953782,0.08974940510086933
sycophancy,-0.41663511084096155,-0.082138520747921,-0.2640091465807841,-0.16195418091305266,-0.12110070406506569,-0.10352429057678819,0.017208267273923328,-0.32196714474353605,0.1234028088238196,-0.2867104011153944,-0.15645870458921934,-0.04412267616253984,-0.46632156607571906,-0.32821946700496263,-0.12185400375579881,0.3927681696170692,0.03715876887631017,0.02731063347513354,0.41015149983819144,-0.2690946733341367,0.3195134664006444,-0.4523168009335301,-0.1114559636088195,-0.12264082330223697,0.5914201856004216,0.2810966262571211
trust-in-user-intentions,0.08491379281485377,0.10413622120266687,0.15908999870476306,0.5378682795823496,0.023219053810648777,0.05267015616777757,-0.03239142252623903,0.20112107275960678,-0.06278246380002898,-0.1054009379363879,0.10512077507528417,0.2653908681789541,0.010031090793698225,-0.20243773847219543,0.044473644938215734,0.0902104062972506,0.1330735275709798,0.2629700876027651,0.2698539717875866,-0.2855702463143598,0.10866370827692412,0.2446635504570186,0.011430774631831259,0.07397884988568403,0.5888741281997751,0.9345290492135281
