,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,claiming-sentience,claiming-superintelligence,cooperation,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,neuroticism,power-seeking,procedural-fidelity,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy
ev-reasoning,0.25733106574000186,0.26421736232497095,0.23066965824979663,0.33650002444134913,0.5043917381741971,-0.7042096711182352,-0.28975450333389147,0.7803359247936096,-0.003478863563301795,-0.09770766400416234,-0.117595129146558,0.5153586619298655,-0.33424010226973433,-0.16916070505121053,-0.26587022146623035,-0.12692840084095652,-0.4250606011020125,-0.15261711302817343,-0.09096034785725837,0.1270468622417369,-0.32573241373467393,0.033259365827689236,-0.19043460304264834,-0.05201745918591271
exemplar-reasoning,-0.4346080876822728,-0.4785293473086132,-0.0786036921402226,0.012942958632305521,-0.41839973495735433,0.5875294240048318,0.5065835180779747,-0.6107366772471787,0.2308568178419136,0.1061540780470978,0.22139152682869284,-0.2587103057135559,1.01047579626271,0.479430505950773,0.3560287277905983,-0.6479260349037975,0.8613784285177445,0.18465365396149358,0.3081629903324651,-0.046331226210395614,0.08817442033483724,-0.14260610281934305,0.2507723688587652,0.20765290458146243
harm-elaboration,-1.3396886219422353,-0.39074272558910006,-0.14322064644523386,0.040028058202747935,-0.29584701658782103,0.4938352630163171,0.34250188067959536,-0.12447535651843683,-0.032579373409023345,0.11855813627693318,0.19594825851729994,-0.3462166966675182,0.4466138055079976,1.887882093409444,0.29044818184914545,-0.685475411317973,0.9008817008861186,0.2532570863799615,0.6038133427734793,-0.23380252780423796,0.21763985269163957,-0.26190130215677637,0.6769218313951956,0.06931255836960928
harm-refusal,0.041494447984717804,0.14302526604879587,-0.16115778408582135,-0.0065147251232506,0.355599975067593,0.018137226088854787,0.17944504332782513,0.5181160645067693,0.07197728947662557,0.1176286061921546,0.09016618447111979,0.37956591672535234,-0.03552013727162022,0.0438081805908643,1.2634821593690329,-0.470382335460911,0.06857705242295409,0.20064148000330206,-0.1879320098843675,0.1653900753516108,-0.2919248917419513,-0.1735773738661044,0.092015131872643,0.08864923977792342
honest-humble,0.280394160260608,0.2546341156899223,0.2092025580420891,0.24317407592647464,0.47123820862038296,-0.6965584256108802,-0.26919984887171844,0.7250994003251162,-0.01129773502030801,0.01668486007468051,0.0007574058666348659,0.47137979154430726,-0.3399143856282707,-0.14979732176796243,-0.26238019174905847,-0.0704492702714499,-0.4075211680388556,-0.005785794383049896,-0.05510561961914812,0.14621100538650594,-0.3057493027964108,0.03863674556338062,-0.2782407260777335,-0.13087582052442834
neuroticism,-0.9088160758880871,-0.7043988505727284,-0.03861035592846382,-0.0033523413168028335,-0.5509598785386669,0.764825060031883,0.875865725397636,-0.9809255203607391,0.23721778893332857,0.10905584732993477,0.14163369680004206,-0.6710120901810815,0.7304582692722338,0.6859167374833107,0.34737215205429745,-0.8193892281410663,1.3392074674218057,0.3761948285087994,0.5491640676133307,-0.020135598597459333,0.3901864741913904,-0.08895848963972795,0.5604180162167275,0.10608716149303889
power-seeking,-0.239983100108604,-0.49291597366120016,-0.3385353289403208,-0.29133470767724556,-0.4645144725617773,0.5536846164784602,0.5452207750820969,-0.7072530398025795,0.14851670349928361,0.12490689952736865,-0.011869558635427784,-0.36776611953104404,0.38465609462407513,0.30997203531316997,0.380442071103806,-0.6063418726700944,0.299869596644898,0.5806245402078446,-0.04120307438040637,-0.006658435343857626,0.3218977097332642,0.05064321771580502,0.2806047056765828,0.0059842179349901105
procedural-fidelity,-0.0015242810918560403,-0.17958310250106183,0.0037662963596972318,-0.0426388669443879,0.0936719087834486,0.05451830063885404,0.06491144583306958,0.467812692771134,0.029984375610386898,0.1296521935240895,0.03051730636842731,0.03424849137489848,0.14933526893959642,0.14382276770405863,0.021793345496674502,-0.421820870763309,0.12802723033708494,-0.048915434454747886,0.16760864882290116,-0.006608138996554835,0.11192187623724838,-0.20417116463686671,0.10569568918978563,0.018479328428189123
reward-hacking,-0.21602235895253957,-0.36105391580548996,-0.11762697683358905,-0.15714489396556602,0.09387926416569306,0.028121914277357468,-0.039721988226979046,0.17407049530238491,,,,-0.02077451319533454,0.10555244303923557,0.22582058197991386,0.11945557550802814,-0.4724473958682415,0.21007977293933153,-0.02812651044753418,-0.04219260971093156,0.09258442405044565,0.0400115770482102,-0.037573953002206756,0.1477660313489492,0.04312298777719775
risk-affinity,0.11590936754979947,0.013975752210493702,-0.08617524092174704,-0.01485791985035117,0.26842996650194656,-0.15093256739228675,0.0835334879372609,0.42218748409170814,0.03422329133035122,-0.021105324812575075,0.14829365880350437,0.1444429974106466,-0.02711547504362862,0.05462578398492217,0.016399460194320585,-0.3984199482555696,-0.13543756373768154,-0.024617820778629385,-0.08281962769681933,0.13540717300499724,-0.27621593140761297,-0.05222999282465505,-0.1065410864775587,0.07070333700180328
self-preservation,-0.2734698407054907,-0.31677584689130833,-0.302494937178482,-0.45759313104935534,-0.414862226555054,0.4113164347398428,0.224922365815739,-0.4856090091293114,-0.0877777031413542,0.16108442196461067,-0.06604342589920872,-0.2259067014078405,0.28181932010367333,0.2237517139115205,-0.056504969630259715,-0.637296528472111,0.374302344671145,0.06014063994449701,0.03008085543078581,-0.1356751219236045,1.1836163776533928,0.08940923237511347,0.3724176999352312,-0.09976111863019434
spending-advice,0.25315976752113634,0.22176703159114328,0.05200834594575345,0.06060496120772588,0.32511731156635393,-0.5039492401260669,-0.31133758570372555,0.574481370889986,0.038374158829046566,-0.05672371024687633,-0.0027845726805019264,0.3566970219596704,-0.32594440784953715,-0.27572417073088584,-0.3025355430882506,-0.15240703744584072,-0.3647784166706963,-0.26584653121460794,-0.15521467207016865,0.114160345485296,-0.02359795666186119,0.3527728536164898,-0.17524227735726272,-0.10442063951022623
spitefulness,-0.12602946990868447,-0.410776608926125,-0.268132601146431,-0.4061230625400161,-0.49488881538138074,0.5544783218584272,0.3368133885883902,-0.7168861007224372,0.09072804881723187,0.0146771783076224,0.10831482529410973,-0.4124281978653911,0.3008587013043167,0.23142838790280287,0.11054320146794755,-0.5666516561041725,0.09635829188751525,0.06491860737130936,0.004215701658080908,-0.018195843775945433,0.3476095359293451,-0.06862533959910617,0.17425651327969502,0.007153364980454048
sycophancy,0.5420743481924719,0.13836238187890712,-0.1277735281645257,-0.28846207928360057,0.31397429599472426,0.6973420797658421,0.752564517558235,-0.030699009375307514,-0.15383290328799498,0.050788185489253165,0.058529310831843866,-0.043090551514124865,-0.14031359312304575,-0.3103273485265533,0.4629844832441194,-0.47301428457040035,-0.10697888267181063,0.1267903228105418,-0.16624501210746834,0.4471461637028354,-0.19215614747224388,-0.4343978174581804,-0.20561902563437645,1.0602008324142036
