,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,claiming-sentience,claiming-superintelligence,cooperation,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,neuroticism,power-seeking,procedural-fidelity,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy
harm-refusal,0.03197756041623596,-0.146375955534197,-0.08229590914743638,-0.14594449205259338,0.16509063660198572,-0.5152907017303103,-0.561524001218019,0.459899019559464,-0.039561235104502705,-0.07616666331272967,-0.18198390302667494,0.04485689450647196,-0.10609777732635431,-0.3075691220460778,-1.3120186283855013,-0.2793015345030222,-0.4224283479283525,-0.8105955941998723,-0.009406864954638014,-0.17668425222373624,0.07662892122610565,0.1589021847540356,-0.12000438243079523,-0.07207898360355433
honest-humble,-0.29121425154956704,-0.5393726184027595,-0.08516644261486626,-0.16024386236873883,-0.2808107570294847,0.36361013851857943,0.48772485692614465,-0.5623851476557626,0.06469582550250416,-0.04025038316631835,0.08596647646818907,-0.3797870064664905,0.35488110057758404,0.32636626018115716,0.35631506696007,-0.6840416276150539,0.6481245304261587,0.11048878393466353,-0.00847738373640967,0.026625266399632783,0.05899975541369785,-0.13534310471800007,0.4162990850385911,0.03953404102658503
neuroticism,0.2803922814155858,0.23198932651174625,0.12223360003856656,0.16408065611429104,0.5297319281984625,-0.6211677614358939,-0.21101245098914126,0.6737682658827705,-0.14548486661915935,-0.03950941084852662,-0.009342515453565304,0.433750422169535,-0.33192301093340965,-0.25815057537634745,-0.3293529355750656,-0.1387403686049851,-0.6135637988388275,-0.09315962969857,-0.1575475641463572,0.1539274262408345,-0.16928955508023058,0.09539757174354226,-0.12215804155865309,-0.1564791017133519
power-seeking,0.2000948361732248,-0.0017096029924607247,0.08737132862435869,0.02919897983077276,0.1978858360870581,-0.7445907154837245,-0.42579494484712704,0.4726041767229153,-0.07127237030932612,-0.24915712944429838,-0.11614180247499266,0.26289410274470393,-0.2708221574566615,-0.14797056513483808,-0.3927801935354757,-0.20182575705839828,-0.3240056206734503,-0.8905449558563194,-0.13488934019831095,-0.007397870002383518,-0.15161723003760763,0.192647089865012,-0.1426978753477091,-0.02388199777405266
procedural-fidelity,-0.07693883084803103,-0.3031263058737802,-0.1583485845497319,-0.36464037374127795,-0.26539388269897163,0.2817724199520527,-0.0519602862570208,-0.15814243804737257,-0.09609291438673119,-0.034651744198893525,-0.31125905198990206,-0.3054531880627486,-0.004282944884378087,-0.042914404020482716,-0.006159025429742886,-0.5320032886312994,-0.110210062364124,0.010566070800687333,-0.35276335334624637,-0.11137185223424516,0.33698077685503625,-0.17888004090317586,0.16100500697830966,0.04598144353993562
reward-hacking,-0.010434093922234633,-0.1643649404280931,-0.06950934593554833,-0.1532658409067009,0.07960584160543742,-0.06749101040019767,0.009341035807129,0.33094199772846766,,,,0.08624946966398783,0.14835730950482862,0.007350891679853217,0.05641989528842442,-0.48614269572229935,-0.015741939528477373,-0.12347282571535051,-0.014884502090194957,0.02573376323767997,0.08017710615133963,-0.0441347407793054,0.03555579824486343,0.0027872367960503023
risk-affinity,-0.18376011963520994,-0.42149364510206055,-0.037792131415620475,-0.23468403795500709,-0.2409860276800988,0.2815156291398258,-0.0034870579469742768,-0.37014808401901866,0.10835755333834918,-0.019143992790760355,-0.11162378272831364,-0.34208167625194946,0.3005008203345096,0.15385876976088741,0.05457038849897419,-0.5279855215592295,0.20088424029354582,0.001047608416118155,-0.03650365320849608,-0.27680027767592524,0.136398494730691,-0.07585658998576306,0.2691869230246056,-0.06534609271123532
self-preservation,0.24014161067963447,0.32043559796857657,0.14883528433037357,0.26944297868648825,0.5259930369948784,-0.6165090716346843,-0.21192424162417822,0.738458215589413,-0.06477812162916315,-0.12459757950944524,-0.02860175746820286,0.4794947859296937,-0.3321783898452353,-0.3351790019062274,-0.05428182070227827,-0.1337177504904088,-0.4229460006711409,-0.0317362384180513,-0.09767666214433339,0.13254358744020017,-0.7892324386375165,-0.02853939057716532,-0.24942141810813914,-0.06442576993668299
spending-advice,-0.1334282692888563,-0.4367824314796981,-0.0658695993927957,-0.25417121045903274,-0.36120660752781797,0.43039101835493637,0.3809632466435367,-0.098746843362209,0.06313918968283679,-0.19223155677756154,0.18990706212654637,-0.3916676461366757,0.41533140298641175,0.2275231553990764,0.24911223934861437,-0.5874715794552907,0.35987289353098756,0.05794803165906938,-0.022115469824166272,0.034445727122722196,0.209079799464764,-0.2603566927251587,0.10974959385393382,0.15839245920261374
spitefulness,0.09908884300311699,0.11734342079089775,0.015974791862241423,0.12560811373830344,0.39921241709083266,-0.5981057637204805,-0.14049724973738947,0.6457382729060811,-0.11691054720950494,-0.05780692373826995,-0.05840167844900494,0.3804242418704803,-0.26699058829219324,-0.09551632151991876,-0.11803734536041721,-0.21450809220276731,-0.32285304109702445,-0.007621255957765503,-0.1229050677546427,0.1038813375770147,-0.28941388445759686,0.05304279321014139,-0.19334680710832444,-0.1748833140864527
sycophancy,-0.20725245406659185,-0.1825035048723826,-0.005799836373219349,-0.1577837911004762,-0.13709560335130386,-0.36178119298261946,-0.4780459967652505,0.4483551142746336,-0.14196942175727867,-0.00088447733385427,-0.19239617483307486,0.019429464520495286,-0.0031888322542317125,0.022420709851317687,-0.3871554071993906,-0.3480725498668712,-0.351315912959773,-0.6520883636563791,-0.005046776489902483,-0.44156899797891763,0.5479218145453333,0.23637652653525734,0.1408229009323592,-1.045467689562571
